rep,id,phiS,deltaS,phiL,deltaL,deltaA,GROUP
1,26,1.17552406954757,0.0293942714962158,0.576195792701939,8.00802045177647e-6,0.783301893825678,0
2,26,1.07646752205536,0.0254100275342374,0.536931723297627,0.000157332789932742,0.741581188787295,0
3,26,0.956293066380223,0.0199109348288491,0.534249183247967,0.000595652587014814,0.735700081063961,0
1,27,1.08535499024097,0.110289187239527,0.538517695574181,0.000129757203029344,0.737146510252537,0
2,27,1.19515193495345,0.117629476281666,0.545076578003171,3.59976233296653e-6,0.745667020489262,0
3,27,1.10806791348046,0.0991204313903123,0.565644588114114,0.000143908019397686,0.826908870095494,0
1,28,0.957636883263949,0.0540675326589906,0.558095823491071,7.92666124543869e-6,0.839286527012959,0
2,28,0.885941102407883,0.0210643641018569,0.531372413182147,6.18075927949566e-6,0.971453607151605,0
3,28,1.16463163978044,0.0373663906393341,0.524388047086695,0.00010663937807924,1.0216330621702,0
1,29,1.02620733372404,0.115617406361361,0.51818209748129,7.69063035027197e-6,1.06187850520462,0
2,29,1.01461850892073,0.147528580654765,0.50388656178668,1.8075599908851e-5,0.883807546114783,0
3,29,1.10167546645846,0.155242834271505,0.534586044320835,0.000399561574407612,1.06158920396919,0
1,30,0.795442277919505,0.0546105612795734,0.597971812537591,0.000195051971013293,0.8571097266348,0
2,30,1.13589817902308,0.0391441605050635,0.579543654696552,0.000329017827624467,1.01575443038231,0
3,30,1.04815249231573,0.0487699442860266,0.56038136527064,5.06673060161247e-5,1.02330901756338,0
1,31,1.02227473651114,0.0363325552385471,0.587878869742434,4.9111815759904e-5,0.585169866792695,0
2,31,1.14218072529017,0.0485317472736166,0.620914961650419,0.000330791795862237,0.604204778819191,0
3,31,1.00600690732365,0.035553388589808,0.470419684464405,4.40284392559393e-5,0.54004149631673,0
1,32,1.07892017676946,0.030918382866274,0.578151753584148,0.000214415983426914,0.825651747393489,0
2,32,1.0858766800596,0.0403891402720781,0.58578375698816,8.38905171218603e-5,0.737253217102976,0
3,32,0.998652590015013,0.0392885072386939,0.564232251961427,5.28766560992533e-5,0.725052100334167,0
1,33,1.05359821353093,0.119252305367605,0.571274159132034,2.8144664233653e-5,0.89013076363185,0
2,33,0.982836759760254,0.133536021588685,0.568362962605591,3.91893404862988e-5,0.812526827404446,0
3,33,1.1100909777143,0.149710133921072,0.566929668648653,7.74125150790322e-5,0.833216432330543,0
1,34,0.991229044926942,0.0687372177939496,0.530308208458359,0.000216486343484943,0.994891112583513,0
2,34,1.05472933490884,0.0941344742562039,0.553662795979073,0.000166638032428744,0.904989991422361,0
3,34,1.07500954999548,0.0788809107007826,0.553926555632559,4.26677914692904e-5,0.987607075841282,0
1,35,1.06084259440748,0.100019992903682,0.539857413661723,6.64848376779793e-5,0.893278614399657,0
2,35,0.886380914633553,0.125809494693293,0.540143365348594,0.000724619567920287,0.77883869677061,0
3,35,1.07514279805803,0.0704758458243531,0.556276154273467,6.03422940210446e-5,0.990725155999163,0
1,36,1.21500309505119,0.150549605714928,0.545036795792196,5.19920893521955e-5,0.705163859623824,0
2,36,1.15013037301869,0.0845224107336526,0.490765083919637,6.99883667560517e-5,0.78589112759719,0
3,36,1.14931193208854,0.106081636497584,0.588821373099684,4.16117877600691e-5,0.797961621553295,0
1,37,1.12647574201466,0.079303367875356,0.604649287226471,7.10721026544428e-5,0.990673461149096,0
2,37,1.04006630045221,0.152060399728862,0.550483035792313,0.000355533787412976,0.769951653579685,0
3,37,1.08376668811614,0.106625172905834,0.531922139810885,9.42540925604733e-5,0.839633993138481,0
1,38,0.904853360736584,0.0497275892410052,0.613922607973916,0.000168734453853785,1.19480393191661,0
2,38,1.03096509198304,0.0495656835738426,0.511526273381729,5.49820720361177e-5,1.09788510205167,0
3,38,0.953928983597117,0.0671906223945032,0.574808910057265,2.07070353149176e-5,1.01696767457253,0
1,39,1.04898910702475,0.0472801835778762,0.568156397570197,0.000147185850175957,0.90767044052824,0
2,39,0.793876816999732,0.0392901621127167,0.523453895007884,0.000110778279184476,0.826872532643868,0
3,39,1.06606860489688,0.0389752824352759,0.595313115376955,3.13577764900356e-5,0.996116319268734,0
1,40,1.45693260345846,0.0339618082814361,0.621478266179799,0.000129230129807702,0.675092499426916,0
2,40,1.19885336557324,0.0265942176462863,0.553065279448853,4.56359953802951e-5,0.638416232075714,0
3,40,0.881306076655028,0.0311973636750346,0.521846177187513,0.000180989094811409,0.525580989737839,0
1,41,1.07311756698297,0.127841216152003,0.57716085707012,3.52139996618888e-5,0.86959657364064,0
2,41,1.10429014331866,0.0671588551380922,0.586610942264646,1.07437794718666e-5,1.15749559559991,0
3,41,1.1315947784971,0.0996553871389562,0.547560928411878,0.000106056148080037,0.919971687290596,0
1,42,1.07160020074322,0.062970815519213,0.51330426528001,7.62268784395853e-5,0.748713922148336,0
2,42,1.40471348880972,0.0582493599817274,0.51311010374227,0.00105086813367178,0.883083683569382,0
3,42,1.26519356251709,0.0730891238877619,0.531799950062,2.15093735019726e-5,0.794340528083963,0
1,43,1.09510788774603,0.0692696735448639,0.555008743912972,6.36242649012612e-5,0.890409153130041,0
2,43,0.947984893488643,0.068859514073086,0.611790557979938,5.90168852807198e-5,0.964966147103813,0
3,43,0.938659211752456,0.101935195652688,0.562928645167869,5.24094500056108e-5,0.760190596906946,0
1,44,1.31958939492698,0.0348242681022705,0.557531169946822,0.000119498065416792,0.542260702093946,0
2,44,1.1718990307827,0.0285079833249659,0.573098669443599,4.27685889565472e-5,0.533195617558461,0
3,44,1.37110179061422,0.0234814360696327,0.566567791912845,9.54982136823543e-5,0.636175964558573,0
1,45,1.22243515612674,0.0808601889901159,0.549568904782323,4.67560928551652e-6,1.13518983053836,0
2,45,1.18273342665715,0.0830300848946554,0.562912013653719,6.41002769741843e-6,1.13638060283105,0
3,45,1.08136687659664,0.105791610828001,0.516977425837927,0.000210609936659226,0.959636615972624,0
1,46,1.04096015932182,0.0324398673177815,0.515182132314862,0.000107586515912308,1.06586316212234,0
2,46,0.908405830754614,0.053967496926564,0.523317232111217,6.68511252340741e-5,0.907570278323934,0
3,46,0.97532122962617,0.0345939158066658,0.507486616528267,6.15507309625148e-5,1.06036582678605,0
1,47,0.947919113646344,0.11696153142561,0.541891021813679,1.18399701683371e-5,0.8493001309553,0
2,47,1.31282587142668,0.0701775697989714,0.563086804151247,7.82228193140433e-5,1.07000303999482,0
3,47,0.910147099900811,0.111857372101094,0.537144391088592,2.28247163358972e-5,0.850490946697845,0
1,48,1.26344819279509,0.0474994070970479,0.623791402327971,0.00028656306748115,0.924335989185143,0
2,48,1.15788361299918,0.0519113989088269,0.5129015750041,7.65551720321908e-5,0.729098805203136,0
3,48,1.09155696242652,0.0512658669892753,0.513223075825873,8.91282369057366e-5,0.737763608288738,0
1,49,1.16329980558011,0.0732019540766756,0.540198771079219,6.63864428254212e-5,0.748712849928991,0
2,49,1.13946687624416,0.0905973030523741,0.629081012596506,3.39741700305018e-5,0.782702069568891,0
3,49,1.28580466060334,0.0730880706101001,0.569006589847231,0.000444343940239783,0.799785276990414,0
1,50,1.19820511276369,0.0656479469980783,0.549338168130735,8.58302829788422e-5,0.962368066074489,0
2,50,0.897189655024026,0.108682928904591,0.553186170267587,0.000334533624811354,0.723774318893197,0
3,50,1.19942055956089,0.0828997430654971,0.560536121630591,0.000145729650332624,0.840186708423678,0
1,51,1.15086428554538,0.0385029672147776,0.559217595264442,4.97124528739696e-5,0.679765831219454,0
2,51,0.976999001075969,0.0375716865982674,0.519343929229482,8.03065897067998e-5,0.595676704619179,0
3,51,1.36301431168103,0.0250913676458484,0.547947370987357,4.41231704429746e-6,0.859859765486823,0
1,52,1.18741573314218,0.0746416558145186,0.569102588590904,0.0013330447899279,0.85456585068658,0
2,52,1.01561424183974,0.0898136213451306,0.603907777853957,0.00326081924019736,0.773460867220976,0
3,52,1.02629284794759,0.0667542232828219,0.556553001073181,0.000736438365514861,0.871697803593132,0
1,53,1.09575116693817,0.0601783384862884,0.541244576867541,0.000463766775385092,0.980918520882931,0
2,53,1.10595539844364,0.0945637708159308,0.54611500884831,2.83038403641685e-5,0.833511315841974,0
3,53,0.928210296451405,0.107347654971977,0.565049651565925,0.000274771874914265,0.81398346280973,0
1,54,1.43887752879511,0.0218368470910247,0.606067064764727,2.88181435605397e-5,0.820449222104041,0
2,54,0.904294162614607,0.035068010236613,0.615446318873449,1.88965424554561e-6,0.618324138635331,0
3,54,0.972890054770391,0.029060930319528,0.575923341248023,9.75155755775894e-5,0.660128219229089,0
1,55,0.876948675525907,0.0413909638391235,0.499582786926429,1.90942623607827e-5,0.942494666419105,0
2,55,1.02192974518588,0.0492254884983977,0.601302495932215,1.33909397089517e-6,1.00081324532307,0
3,55,1.07320478213401,0.047103335850691,0.560034600832444,0.000119322134570995,1.04997812970433,0
1,56,0.922869953364659,0.033220856112073,0.553739364983327,0.000103854140253424,0.90724988659139,0
2,56,0.878896145010707,0.026965026666192,0.548447196949706,0.000256004097092797,0.909783039797608,0
3,56,1.1023440633472,0.0269321374452912,0.556340929198959,0.000676574297671693,1.02800600421839,0
1,57,1.15842028416668,0.0292432538155136,0.542557000126195,8.85078796121376e-6,0.836177163591972,0
2,57,1.10369464440671,0.0353257795349797,0.544789300794874,5.98801731673036e-5,0.780034650708848,0
3,57,1.25183635530486,0.0288620629346046,0.551018113910343,8.60584363630317e-5,0.84368696550165,0
1,58,0.84612434352918,0.0329324412185162,0.577990141803361,5.4504549485311e-5,1.14076321585144,0
2,58,0.772311295262116,0.0481535211319487,0.571356789403242,1.02057147628357e-5,1.01332109935928,0
3,58,0.810938133946295,0.0377582079296954,0.544706408585195,3.33094766275632e-5,1.0912046555974,0
1,59,0.933347118529157,0.0535261681464892,0.512390124731908,0.000300361384800463,0.581563259307225,0
2,59,1.11478328467113,0.0702861034160352,0.543766232015991,4.33292645755776e-5,0.634017771993379,0
3,59,0.939903909713418,0.051739402002315,0.543608026953105,2.09484676184864e-5,0.626325914975041,0
1,60,1.11480311317293,0.0553099886542856,0.593680616017269,3.22646686781904e-5,0.926980490597166,0
2,60,1.06844875644211,0.0555032456340166,0.524484665654851,3.6277792859335e-5,0.82553079205594,0
3,60,0.943927500700175,0.0707911016037468,0.562817165802644,0.000285224789047736,0.775109639673288,0
1,61,1.11572854134322,0.0716348891123677,0.516950714406362,4.93561503988975e-5,1.19448199651923,0
2,61,1.24106253551924,0.053079151548954,0.540431897297562,0.000455056736319504,1.3813537161145,0
3,61,0.979220729520507,0.100240393843833,0.501974421004349,7.91957165136389e-5,1.01207231816285,0
1,62,0.834218719222433,0.0442446517763948,0.513470120469319,3.61235698772007e-5,0.665582125228721,0
2,62,0.942865638268174,0.0423953676919972,0.585685800190086,9.02312344868068e-5,0.780506416016551,0
3,62,1.08948094462785,0.0311558889115989,0.657727429902253,3.67360821717579e-5,0.954897811755759,0
1,63,0.836678089421768,0.0764707179642633,0.552560928437477,0.000160410216993022,1.05770336655377,0
2,63,0.834159182057589,0.0734065222832937,0.580801011602109,9.28457655617392e-5,1.13510626520301,0
3,63,0.923837260277181,0.0708982815811238,0.528962449051429,1.38095101549037e-5,1.08581407463913,0
1,64,1.33757224291416,0.0665489172112793,0.571662011466606,1.63799094364153e-5,0.877164396331913,0
2,64,1.12158713342381,0.0865275221625519,0.564218838844649,6.26344752421889e-5,0.691833241429166,0
3,64,1.19402377484875,0.0545247444455845,0.603693689419392,9.62358041114472e-5,0.857989911370734,0
1,65,1.03919647264859,0.0367285312405018,0.582240018249831,1.66798769114134e-5,0.901243807137968,0
2,65,1.03381816277735,0.0412058562320481,0.532119571539108,2.68756772001927e-5,0.869825819156066,0
3,65,1.10802933141214,0.0525087074401599,0.567109348099523,3.11955786766013e-5,0.796306257395718,0
1,66,0.952964013962475,0.0896596276414188,0.526095493704476,2.41805983173807e-5,0.593751298506022,0
2,66,1.09750856525513,0.0653751751319583,0.559073925603381,7.57834094808547e-5,0.732118039634487,0
3,66,0.985903954936416,0.101125151434152,0.618636932105555,0.000113603428805906,0.647853761885545,0
1,67,1.09250500731139,0.0292143801851185,0.532277632081107,0.000365800898482387,1.04984981041495,0
2,67,0.894321885561583,0.0492214415897651,0.56480435889812,0.000260471355197523,0.830318372637025,0
3,67,1.12420203443398,0.058637823535433,0.483136530549036,8.45891877106336e-6,0.763733620975595,0
1,68,0.834332523166154,0.035038297281177,0.560053579400405,3.10255707546595e-5,0.84613785296837,0
2,68,0.990624850317809,0.0443030411736147,0.562743993426408,6.18743098016882e-5,0.889077509833004,0
3,68,1.02267491848192,0.0627322552944316,0.559847055215144,0.000290162684885876,0.793713000020716,0
1,69,1.12835195889038,0.194850861338342,0.580780647772645,0.000446393532039463,0.776280051016157,0
2,69,0.881543712992774,0.132366593878521,0.532784513843006,5.73229555754685e-5,0.745236012881647,0
3,69,0.844244473753144,0.171365090549693,0.561038026804776,0.00245537245045603,0.678634387930155,0
1,70,1.02095690182998,0.0555235612136723,0.628441767669929,4.88319293450883e-5,1.198874937063,0
2,70,1.03829526525755,0.121038262684179,0.55407037436798,4.9507313044825e-5,0.91316744491417,0
3,70,0.99119114145134,0.0670675526829483,0.511894202511754,5.64909736328681e-5,1.06964672057426,0
1,71,1.18303013150177,0.0421077104707598,0.574447348391297,7.12733052716635e-6,0.685545226635664,0
2,71,1.06709194759766,0.0443655206853461,0.606746257190226,4.1402648054351e-6,0.660752230572354,0
3,71,0.921765514723423,0.0607252260706705,0.59648297648642,0.00179583653754513,0.561648800616556,0
1,72,0.917483277673806,0.192614844652109,0.539058113619268,2.84263991046568e-6,0.794483620152032,0
2,72,0.906028693313071,0.161352725065048,0.613343996938382,0.000304425628037114,0.891964340687033,0
3,72,1.14343487754881,0.247210005271073,0.592684581970575,0.000108573960874464,0.814487917043026,0
1,73,1.10360324430058,0.077199805160143,0.564348052347956,4.80427230255545e-5,0.762360438597134,0
2,73,0.983927252265563,0.0788211925799665,0.596711968145737,1.27895994000183e-5,0.705009629900745,0
3,73,1.19415111341247,0.102607182649947,0.555741901994461,0.00020996434727444,0.685471519340438,0
1,74,0.751451317612913,0.092221030385984,0.570926616921538,3.61171567280573e-5,0.803599017199161,0
2,74,1.09086353260159,0.0653127207163266,0.549853162025836,0.000441162353833009,0.943598532779202,0
3,74,1.13891186144167,0.0886413191318595,0.556609401335276,0.000120490458032151,0.912163774814488,0
1,75,1.15759015481508,0.0313713988083009,0.59721529166893,7.36067574902279e-6,0.67583629746461,0
2,75,1.13526806278352,0.041035704387921,0.565894932823959,9.62648254336479e-5,0.647157834472036,0
3,75,0.932094447217358,0.0315342677969149,0.586356502599564,6.2537222583073e-5,0.598231705361139,0
1,76,1.36566003553886,0.0390469366902596,0.576068723694998,0.000113534634784858,0.86396213266089,0
2,76,0.910748886475567,0.048545936854574,0.571790407842765,0.000281273904424354,0.68873660887779,0
3,76,1.13572048700998,0.0463432509938266,0.527188248520322,1.08549461323154e-5,0.786616252618328,0
1,77,0.973992121291661,0.106334064747015,0.644643374979019,5.18849636674907e-5,0.741893220678191,0
2,77,0.819550506750926,0.0849349656948997,0.60217767230587,2.85796718203879e-5,0.737666629893113,0
3,77,1.37165305376429,0.0487166428507829,0.509840591582557,0.000265121645834015,0.946466514068015,0
1,78,1.00915623850776,0.0965870655298313,0.603536378684487,0.000361498909501869,0.931211659258013,0
2,78,0.857016658771808,0.0826769579100642,0.498282263032248,0.000180935029088892,0.796969697630666,0
3,78,0.950785036915241,0.0857505174066193,0.56461973135238,6.93954930452179e-5,0.935309900953018,0
1,79,0.912745090255205,0.051114184783921,0.47018800644203,3.25918016913596e-5,0.763997400342204,0
2,79,1.10195966281478,0.0598273503489125,0.528341438756327,0.000176302101480356,0.827524128846941,0
3,79,1.12833134553435,0.0576100582884805,0.521600786407603,3.68917959156419e-5,0.853496754055429,0
1,80,1.45857128467922,0.0825385744016722,0.516646361474472,0.000180808200815887,0.807638965769545,0
2,80,1.24877372638112,0.0659624398079787,0.569440634599127,7.38358021156283e-5,0.894209083124666,0
3,80,0.966587036014627,0.0819861672966821,0.543508591528408,0.000502789242498203,0.733816809542723,0
1,81,1.16613225548078,0.051019232640207,0.614548757967502,0.000302695052017965,0.834865090604455,0
2,81,1.2961045696884,0.0488629168711829,0.536025080500028,2.19111465809544e-5,0.816290003447477,0
3,81,1.16419259975088,0.0517827113114899,0.553258751227008,7.65100001520493e-5,0.790909083863848,0
1,82,0.859383200391534,0.0411206055338958,0.577396704173151,8.74659417864203e-5,0.683455673397738,0
2,82,0.963869373777449,0.0802936152850267,0.583629231788691,0.000101945545067106,0.6066821038529,0
3,82,0.886842795424635,0.0764513808975489,0.55505308227828,0.000993597632888461,0.624046511717316,0
1,83,1.36319846498245,0.0687308100019581,0.519246652220814,0.000519921676069415,0.980588054073269,0
2,83,1.15430425651687,0.0804470298124503,0.579632221835687,0.000124373712898343,0.897980510724351,0
3,83,0.955679438449098,0.0945459121474472,0.551639340424355,1.65636561984126e-5,0.786987023391569,0
1,84,1.38249064107874,0.138623338830253,0.518747084723305,3.30532696960804e-5,0.98768995600884,0
2,84,1.23196994801459,0.0914708188158937,0.600464549850571,0.000170192708731895,1.13525160049487,0
3,84,1.23992004291957,0.123913942750902,0.532085168655724,1.36426485506409e-5,0.979230503765672,0
1,85,1.08973770663828,0.105987256063555,0.550041559805776,4.01126101227554e-5,0.979830485742712,0
2,85,0.985651133979186,0.0948342641343742,0.543414518595592,9.30278558563064e-6,0.974587140075858,0
3,85,1.03524074824879,0.0634178078783335,0.540913581696239,0.000735945756447443,1.07988724594425,0
1,86,1.34754976966506,0.0537753031667415,0.569611953102382,1.02720233821464e-5,0.977255090758488,0
2,86,1.15425963915398,0.0706482075598704,0.569088169997138,6.15618539026279e-5,0.885786156276956,0
3,86,1.30985939834891,0.0706405644063944,0.600547028094743,6.89989120250371e-5,0.924349447843679,0
1,87,0.874424519212705,0.0964970549370824,0.505713003764785,2.77832743977952e-5,0.902640630699131,0
2,87,1.02792969191803,0.0841490370926347,0.509992469389923,0.000588587377871135,0.930565424887473,0
3,87,1.23034996585715,0.105014418556143,0.554517157924731,0.000102160420592317,1.0308817804912,0
1,88,1.20438438162388,0.0429305919239335,0.566050595239704,5.7775868519341e-5,0.535773176275109,0
2,88,1.54596812072433,0.033088406261117,0.564179182568263,7.12407913295494e-5,0.670047735844023,0
3,88,1.18584933516763,0.026202655503464,0.548846090848938,1.13289319993809e-5,0.605524787908281,0
1,89,1.19338301584982,0.0892285332231825,0.521947716289014,2.2958722464603e-6,0.742925567668676,0
2,89,1.05008503429698,0.0730984182732887,0.523553454910768,1.561637615854e-5,0.733254365200166,0
3,89,1.25039440858111,0.0964785328317773,0.518792573844223,3.25963115852684e-5,0.739523748467493,0
1,90,1.03653336437827,0.060799984781334,0.517771205918452,4.98389452575742e-6,0.551613726135022,0
2,90,1.50777659726373,0.0411566261547701,0.576674100973561,0.00125953987792392,0.762918431498158,0
3,90,1.35593158855056,0.0498034832510376,0.557514177533479,6.78628302684574e-5,0.680569992771258,0
1,91,0.87086660714693,0.032729117611063,0.548708876027313,0.00108858479915605,1.08505619836913,0
2,91,0.721635118552,0.0430764150625561,0.586879791250683,0.000148101642151081,1.0329847210267,0
3,91,0.802115223002783,0.0277956599664705,0.492600328223693,0.000505200315773541,1.06949341251483,0
1,92,1.15208298906279,0.108576452817404,0.582455682047484,0.000236033606219833,0.822139617473823,0
2,92,0.980354226095583,0.0845496540618245,0.495202666227566,0.000298739409108148,0.792978584936462,0
3,92,1.32090280360096,0.0748444924484104,0.546828464701136,4.51565043643673e-5,0.931483165779042,0
1,93,0.954586556038253,0.0842699159512613,0.544894612808406,4.51307490042733e-5,0.802691114499801,0
2,93,1.37770378965829,0.0698069322552081,0.541524289910122,3.6410317838241e-5,0.934330399185172,0
3,93,0.928724417279419,0.0911640417118179,0.561096197990466,4.48307857313813e-5,0.820668291652479,0
1,94,1.1811032911624,0.0849141238346544,0.539398827215188,0.000155328259387094,1.15007604892753,0
2,94,1.24867702010564,0.0845388305759497,0.582333040253569,1.2255841410763e-5,1.27893456319703,0
3,94,1.24393295460757,0.0778101261156637,0.618555916849222,0.000266770014846901,1.37642640398578,0
1,95,1.03061023439863,0.0698098980870765,0.605491820509157,7.02100594881811e-6,0.744903130535637,0
2,95,1.10453390266313,0.0586818421152775,0.61952924888746,5.52066684593115e-5,0.797530179150287,0
