id,eta_phiS_SAEM,eta_deltaS_SAEM,eta_phiL_SAEM,eta_deltaL_SAEM,eta_deltaA_SAEM,eta_phiS_mean,eta_deltaS_mean,eta_phiL_mean,eta_deltaL_mean,eta_deltaA_mean,eta_phiS_mode,eta_deltaS_mode,eta_phiL_mode,eta_deltaL_mode,eta_deltaA_mode,eta_phiS_sd,eta_deltaS_sd,eta_phiL_sd,eta_deltaL_sd,eta_deltaA_sd,GROUP
58,-0.147219,-0.429385,0.00101876,-0.17571,0.271956,-0.188348,-0.424439,0.0112421,0.343765,0.258816,-0.16437,-0.376927,0.000435695,-0.0333128,0.250071,0.130442,0.23492,0.0694195,1.45388,0.0790482,0
59,-0.0503598,0.0602062,0.0140076,-0.47582,-0.336956,-0.100825,0.128463,0.0188947,-0.0756514,-0.3726,-0.0256568,0.0361917,0.0220762,-0.0466523,-0.321728,0.155915,0.217715,0.0565702,1.36554,0.0810705,0
60,0.0149215,0.197824,0.0129607,0.245165,-0.0402097,-0.00732097,0.153197,-0.00140241,0.0215842,-0.041356,0.00469854,0.146746,2.16315e-6,-0.00169567,-0.0353103,0.149631,0.225975,0.0571314,1.57624,0.113988,0
61,-0.00959669,0.230941,-0.0104751,-0.206197,0.301871,-0.0530184,0.195859,-0.0312733,0.184445,0.291639,-0.0444969,0.288388,-0.0191874,0.024352,0.263539,0.132809,0.195651,0.0574228,1.64513,0.0949639,0
62,0.0013194,-0.389699,0.0171315,-0.158266,-0.0634658,0.0139164,-0.47005,0.00722629,0.11755,-0.0425897,0.0093147,-0.38148,0.00739681,-0.0111822,-0.0707526,0.145384,0.20852,0.0594547,1.27345,0.108827,0
63,-0.166179,0.127392,0.0073544,0.0487268,0.317179,-0.177289,0.0515934,0.0152651,-0.0129371,0.343412,-0.174125,0.0182514,-0.00290451,-0.0255373,0.332799,0.14907,0.28599,0.0596013,1.42298,0.098224,0
64,-0.0510738,0.239466,0.0105052,0.101493,-0.181099,-0.0437429,0.224686,0.0274061,-0.248242,-0.158788,-0.0473829,0.258454,0.0180337,-0.0407477,-0.181732,0.129412,0.243473,0.0578828,1.35034,0.0765901,0
65,-0.00260863,-0.0170951,0.00407189,-0.084123,-0.0806188,-0.0376328,-0.10345,0.0109674,0.272381,-0.0678703,-0.00471002,-0.0731488,0.00433663,-0.00873135,-0.0678637,0.144923,0.242688,0.0716417,1.5741,0.0991957,0
66,0.0579723,0.215212,0.0195222,0.0442257,-0.204952,0.00548244,0.235083,0.00180626,-0.16188,-0.225666,0.0171946,0.298061,0.0132435,-0.0252258,-0.24735,0.114528,0.242657,0.0673892,1.29038,0.0853513,0
67,-0.0593088,-0.1451,0.0193706,-0.192775,0.0331559,-0.0806571,-0.176785,0.0181132,-0.0526494,0.0327072,-0.0653964,-0.170556,0.00591476,-0.0227332,0.0283491,0.1372,0.200919,0.0605344,1.47709,0.0761987,0
68,-0.0906044,-0.149905,-0.0115924,-0.271043,-0.0462362,-0.0683647,-0.175951,0.0147091,0.136209,-0.0106579,-0.0447666,-0.192675,0.00574558,-0.0183666,-0.000712273,0.126618,0.210961,0.0589725,1.22086,0.0835463,0
69,-0.100222,0.879298,0.0333169,-0.195554,-0.128226,-0.0937173,0.806969,0.0408385,-0.171125,-0.0988074,-0.100644,0.959226,0.0380213,-0.0709395,-0.145011,0.128966,0.273975,0.0476632,1.42469,0.0721912,0
70,-0.0800439,0.379576,0.0270699,0.0803081,0.165942,-0.108615,0.332476,0.00430715,-0.0819709,0.160528,-0.115962,0.272236,0.00287931,-0.0252975,0.169272,0.129255,0.254767,0.0637212,1.43093,0.0951395,0
71,0.0931663,-0.229506,0.0257734,0.268597,-0.263443,0.0776731,-0.251775,0.012839,-0.108805,-0.272046,0.099409,-0.232898,0.00797627,0.00153998,-0.270506,0.14684,0.174539,0.0568061,1.40681,0.10617,0
72,-0.0759019,0.926051,0.016534,-0.654738,0.00913451,-0.0777125,1.04268,0.00335043,-0.386232,-0.0193671,-0.0741566,1.02716,0.0131818,-0.0403888,-0.0110537,0.140378,0.269477,0.0586085,1.52791,0.0756673,0
73,0.0655515,0.170187,-0.0293063,0.400842,-0.126035,0.0620935,0.299083,0.00275572,-0.254941,-0.150981,0.0826883,0.226465,-0.00709181,0.0196732,-0.129536,0.112677,0.177647,0.0443786,1.51679,0.088152,0
74,-0.0342974,0.232572,-0.0220553,0.0732172,0.0461957,-0.0500178,0.188479,-0.012877,0.0355022,0.0584258,-0.0107443,0.16123,-0.007365,0.0100124,0.0859634,0.127636,0.214011,0.0513312,1.22455,0.0746065,0
75,0.0283693,-0.583117,0.0149558,-0.132148,-0.274305,0.0210126,-0.505285,0.0112609,-0.00607114,-0.298672,0.0737761,-0.538831,0.0129988,-0.0129529,-0.262829,0.136345,0.167204,0.0591661,1.54087,0.0801559,0
76,0.0305601,-0.0896858,-0.00570757,0.0427221,-0.178754,0.0455951,-0.0806872,0.00583373,0.0719718,-0.171761,0.0383953,-0.0967082,0.00583006,-0.00479337,-0.168808,0.125746,0.175296,0.0575131,1.52437,0.0811686,0
77,-0.063253,0.0659224,0.0178335,-0.252651,-0.0683092,-0.029625,-0.0295186,0.0195867,0.0535384,-0.0253254,-0.0237294,0.0206155,0.00544901,-0.0148739,-0.0529562,0.154856,0.224428,0.069894,1.53073,0.0896751,0
78,0.0271835,0.374749,-0.00684833,-0.254205,0.0895519,0.0318718,0.421432,0.00389472,0.113001,0.0765592,0.00191174,0.428485,-0.0105191,0.0102632,0.0562744,0.143817,0.221387,0.0669884,1.53301,0.0971843,0
79,-0.0182141,0.177191,-0.00268494,0.0514162,-0.0989292,0.0191135,0.151734,-0.0077472,-0.0652989,-0.074811,0.0196281,0.138913,-0.00168579,0.00423987,-0.0695632,0.114186,0.216986,0.0641256,1.46585,0.0674487,0
80,0.0785076,0.271765,-0.0181338,0.233385,-0.0812224,0.141416,0.277029,0.0157711,0.414287,-0.0376933,0.0770751,0.304775,-0.0111904,0.0239615,-0.0880793,0.133908,0.150431,0.072327,1.43643,0.0804618,0
81,0.055691,-0.0221145,0.0169936,0.189849,-0.138976,0.0893806,-0.021307,0.0143298,0.0993192,-0.126458,0.0504435,-0.0126749,0.00442843,-0.00150667,-0.151631,0.102144,0.18073,0.0640929,1.26951,0.0787584,0
82,-0.0926585,-0.0160506,0.029279,0.0770652,-0.264902,-0.0655533,0.0533007,0.0197409,-0.186755,-0.273389,-0.0653745,0.0100216,0.0206696,-0.043337,-0.26695,0.147954,0.311168,0.0602321,1.38767,0.113325,0
83,0.129421,0.282656,-0.0204723,0.0161635,0.043234,0.0558682,0.321508,-0.0435525,0.0280792,-0.00900655,0.0967298,0.294,-0.0243103,0.0516152,0.0277796,0.111467,0.176572,0.051985,1.27369,0.0692289,0
84,0.0679716,0.49128,-0.0494872,0.00778895,0.196534,0.057943,0.596295,-0.030478,0.184402,0.169123,0.0709143,0.573857,-0.0387523,0.0591729,0.17249,0.128553,0.163844,0.063691,1.66735,0.0730663,0
85,0.00658501,0.404586,-0.00245439,0.202766,0.173223,-0.0834504,0.40445,-0.0352856,-0.248017,0.13311,-0.0391729,0.44671,-0.0100536,0.00447916,0.14291,0.114399,0.236109,0.0617848,1.54001,0.0876974,0
86,0.0550556,0.22184,-0.0342265,0.0964358,-0.0651046,0.106059,0.184959,0.00622721,0.16619,0.000187843,0.0771255,0.216666,-0.0128757,0.0304665,-0.0393259,0.150275,0.168854,0.0514836,1.49774,0.108504,0
87,0.00930248,0.444323,-0.0147202,-0.100648,0.168788,0.000929922,0.434462,-0.015866,-0.120103,0.165137,0.0198652,0.444022,-0.0243176,0.0355811,0.163705,0.124635,0.157204,0.0497217,1.60155,0.0648201,0
88,0.122347,-0.717681,0.0260873,-0.414082,-0.33724,0.0783329,-0.647462,0.0190502,-0.0509073,-0.384337,0.122057,-0.644176,0.0164543,-0.0136789,-0.361282,0.149808,0.165755,0.0625179,1.48793,0.0779025,0
89,0.198616,0.458082,-0.0634683,0.341563,-0.147045,0.207047,0.486332,-0.0595918,0.163735,-0.157552,0.241133,0.453494,-0.0440453,0.091498,-0.122152,0.118968,0.170505,0.0472554,1.59765,0.0700091,0
90,0.154229,-0.284745,0.0216222,-0.330762,-0.231029,0.0846168,-0.300496,-0.00020298,-0.0217034,-0.269055,0.0681434,-0.285036,0.0113131,-0.0108582,-0.278201,0.139078,0.18971,0.0565696,1.38831,0.092646,0
91,-0.162756,-0.436463,0.00883169,-0.193601,0.221428,-0.160392,-0.44101,0.0249864,-0.0384146,0.238089,-0.147069,-0.463829,0.000775081,-0.0303843,0.23379,0.138343,0.197629,0.0588981,1.37909,0.0846903,0
92,0.0481777,0.540941,0.00632041,0.0901082,-0.0589903,0.00440998,0.49953,-0.00806607,0.0279601,-0.0652016,0.024481,0.525848,-0.0061117,0.00283402,-0.0692305,0.11228,0.191682,0.0571152,1.52534,0.0611259,0
93,0.00942168,0.144588,-0.0237128,0.14119,0.0411869,-0.00881153,0.197111,-0.0124408,0.296306,0.0216765,0.0252608,0.19062,-0.0108436,0.0211733,0.03907,0.125957,0.153478,0.0570323,1.6649,0.0667926,0
94,-0.0614259,0.409262,-0.0241068,0.528927,0.264642,-0.0305075,0.461006,0.0256235,0.181721,0.293052,-0.0613145,0.429012,-0.017247,0.0148186,0.259482,0.124646,0.279813,0.0499709,1.29529,0.0928904,0
95,0.0768239,-0.041249,0.00626656,0.232937,-0.075261,0.0385263,0.0442206,0.00649334,-0.122806,-0.120126,0.0425685,-0.0152136,0.000945926,0.00490071,-0.101629,0.120598,0.14832,0.0525053,1.547,0.0737966,0
96,-0.0115193,0.838459,-0.0401671,0.21287,0.216293,0.0299611,0.88891,-0.0230747,0.380777,0.21438,0.0114096,0.889117,-0.0325452,0.0265659,0.208316,0.136576,0.180238,0.0604539,1.3615,0.0677438,0
97,-0.0578705,1.02902,-0.0341284,0.067565,0.258138,-0.0379022,1.0916,-0.0362317,0.141175,0.246973,-0.0278102,1.03441,-0.0276266,0.0093728,0.263255,0.127927,0.180916,0.057575,1.44022,0.0682254,0
98,-0.132056,0.84213,-0.028636,-0.150138,0.383142,-0.127807,0.81137,-0.0204713,-0.247472,0.402084,-0.11789,0.811902,-0.018829,0.00152867,0.400476,0.120328,0.251727,0.0502537,1.57374,0.0705194,0
99,0.0268464,0.273798,0.00564263,-0.174272,-0.137536,0.0147413,0.28485,-0.00222897,-0.113158,-0.143521,0.0236979,0.2782,0.00261747,-0.00588801,-0.14249,0.125296,0.196626,0.0556579,1.4351,0.0802475,0
100,-0.111109,0.827835,0.0509249,-0.31035,-0.0578831,-0.171123,0.890738,0.0343245,0.00590275,-0.09176,-0.115114,0.947003,0.0372958,-0.0711118,-0.0936938,0.122369,0.288619,0.0477473,1.34343,0.0686059,0
101,0.0389263,0.318408,-0.0115449,-0.0716995,0.133295,0.028165,0.316917,-0.018221,0.325852,0.131599,0.0293323,0.334802,-0.0192444,0.0342022,0.112524,0.127866,0.11939,0.0584458,1.35698,0.10273,1
102,-0.086813,-0.348337,0.00783738,0.312479,0.112525,-0.0906771,-0.362025,0.00604628,-0.298958,0.114352,-0.0817445,-0.338682,0.00166189,-0.00969909,0.107066,0.13232,0.107359,0.0537505,1.52485,0.0915444,1
103,0.0387846,-0.0937333,0.000181699,-0.200255,-0.0880587,0.0261959,-0.17713,-0.000426213,0.253743,-0.0552357,0.0459096,-0.15079,0.000172937,0.00422725,-0.056237,0.139292,0.121445,0.0577081,1.97829,0.104732,1
104,-0.071607,-0.0827977,-0.00895785,0.0412769,0.0710924,-0.02442,-0.112839,-0.0107085,0.030144,0.11358,-0.037174,-0.0884556,-0.000939318,-0.000133073,0.0937052,0.121363,0.116877,0.0593707,1.44233,0.0835885,1
105,0.0149481,-0.67462,0.016996,-0.107803,0.0470879,0.0239974,-0.687711,0.0107366,-0.237046,0.0579955,-0.00178753,-0.677303,0.00416341,-0.00820646,0.0344887,0.0872108,0.12873,0.0721502,1.39722,0.066517,1
106,-0.0316616,0.234817,0.0087615,-0.00251907,-0.0267529,-0.0363075,0.205808,0.0119119,-0.121188,-0.0132089,-0.0394996,0.185399,-0.000399807,-0.00249951,-0.0101515,0.139678,0.124906,0.0527863,1.40394,0.0988701,1
107,-0.0133483,-0.577578,0.0193481,0.0926731,0.0895972,-0.0733029,-0.576862,0.00391205,-0.0392409,0.0466946,-0.0388195,-0.548295,0.00308121,-0.00897146,0.053616,0.119804,0.120205,0.0644633,1.51078,0.0781748,1
108,-0.0404426,0.222993,-0.0256403,0.165608,0.260902,-0.135564,0.278885,-0.0157973,-0.0590516,0.189639,-0.0769225,0.283348,-0.00983488,0.0116818,0.213012,0.121227,0.128741,0.062333,1.7193,0.0964223,1
109,0.288655,0.215358,-0.0309645,-0.0448125,-0.439405,0.295114,0.235171,-0.0139361,-0.045613,-0.449636,0.315874,0.210882,-0.0175481,0.0466252,-0.423048,0.102651,0.0934701,0.0574361,1.64579,0.0836805,1
110,-0.0127918,0.187914,0.0053533,0.00170765,-0.0181686,-0.00469237,0.162247,-0.0344046,0.233109,-0.0208539,0.0245226,0.182837,-0.00591903,0.0115482,-0.00461303,0.104898,0.112676,0.0603107,1.61328,0.0696572,1
111,0.137216,0.491773,-0.0168179,-0.0367501,-0.150916,0.0696399,0.515463,-0.0157788,-0.0275134,-0.194131,0.100971,0.53458,-0.0125454,0.0198576,-0.189782,0.108227,0.109141,0.0532596,1.70959,0.0797952,1
112,-0.0459112,-0.491215,-0.00105478,-0.292862,0.0637583,-0.0636412,-0.519599,0.00438448,-0.0243101,0.0611777,-0.0435583,-0.520813,0.00272771,-0.00866889,0.0734481,0.122104,0.112832,0.0578348,1.2323,0.0829649,1
113,0.219974,0.0565922,-0.00178959,0.781966,-0.125762,0.153903,0.08287,-0.00590347,-0.0292349,-0.187574,0.169794,0.0835765,-0.00894556,0.0299887,-0.173902,0.120638,0.0998237,0.0550598,1.59123,0.0876169,1
114,-0.0576949,-0.118972,-0.00134299,0.16637,0.0932087,-0.0574579,-0.157607,0.00118237,0.0940562,0.111359,-0.0836852,-0.112144,0.00177671,-0.00989823,0.0747839,0.121688,0.126969,0.0612013,1.23528,0.102107,1
115,-0.00641501,-1.00871,0.0120798,0.0693718,-0.186163,0.139899,-1.03669,0.010446,-0.233953,-0.0702416,0.0414735,-1.01607,0.00722941,-0.0133323,-0.144269,0.145183,0.181622,0.0535381,1.4996,0.129284,1
116,0.132428,0.087498,0.00495012,-0.1057,-0.279323,0.175158,0.096342,0.0178327,-0.14921,-0.258251,0.152483,0.102765,-0.00376961,0.0155529,-0.283924,0.134017,0.120062,0.0591649,1.46029,0.100979,1
117,-0.108705,0.239251,-0.0171191,-0.221438,0.117849,-0.107176,0.279627,-0.0144905,-0.0207315,0.0967564,-0.0796889,0.273306,-0.00138115,-0.00400855,0.11831,0.108038,0.115669,0.0490203,1.53763,0.0823573,1
118,-0.111098,0.18711,0.0231387,0.0695339,0.206673,-0.10443,0.170793,0.00636792,-0.0131157,0.21199,-0.132281,0.203728,0.0040919,-0.0178558,0.178524,0.138446,0.173602,0.0656552,1.68027,0.102378,1
119,-0.143723,0.593641,-0.0145203,0.112419,0.249044,-0.0648182,0.541139,0.0165991,0.263768,0.318168,-0.119082,0.552326,-0.00905461,0.00573596,0.274336,0.117401,0.17217,0.0573941,1.33001,0.112328,1
120,-0.0653165,-0.590821,0.00896164,-0.121107,0.0584841,-0.0758977,-0.600702,0.00123902,-0.0475953,0.0538281,-0.0743291,-0.575042,0.00304356,-0.0129679,0.0443039,0.0938064,0.128491,0.0688539,1.25955,0.0666843,1
121,0.103976,-0.410639,0.0164273,-0.141905,0.0197845,0.0567873,-0.386097,0.00594993,-0.0258793,-0.0281497,-0.016624,-0.38944,0.00422736,-0.00978213,-0.0697875,0.126868,0.0989264,0.0603644,1.59878,0.0890173,1
122,-0.0752201,-0.514615,0.00371952,0.0896703,0.122316,-0.0695631,-0.513933,0.0126744,0.153534,0.124433,-0.0723888,-0.520236,0.00202297,-0.00967694,0.123105,0.0805552,0.141109,0.0599946,1.2904,0.065286,1
123,-0.0650574,0.524797,-0.0318928,0.186325,0.296711,-0.0574399,0.531356,-0.00577759,-0.147283,0.317741,-0.0636344,0.531721,-0.021538,0.0287605,0.300689,0.104678,0.152853,0.0633818,1.44692,0.0727829,1
124,0.211053,0.390175,0.00580796,-0.122404,-0.480402,0.204652,0.335856,0.00186772,0.260136,-0.451683,0.229167,0.352443,-0.00787956,0.0204887,-0.459108,0.14301,0.0967341,0.0671343,1.30861,0.0944632,1
125,0.0368014,-0.718972,0.0022766,-0.0342446,-0.117673,0.0598697,-0.666604,0.0131759,-0.0897927,-0.114625,0.067532,-0.657433,0.0058524,-0.00639253,-0.115603,0.13819,0.148618,0.0676526,1.30233,0.0965835,1
126,0.141464,-0.0622692,0.0142493,-0.00246159,-0.154346,0.086994,-0.0666117,-0.0120663,0.133847,-0.193177,0.115651,-0.0599121,-0.00128221,0.0109838,-0.180688,0.125478,0.101394,0.0632982,1.52398,0.0930053,1
127,0.112137,0.238576,-0.00627838,-0.494522,-0.00128984,0.0580136,0.284966,0.00446015,-0.195263,-0.0497874,0.0558981,0.270957,-0.00870129,0.0170621,-0.0543809,0.106976,0.113881,0.0494001,1.45305,0.0763564,1
128,-0.0779944,-0.189668,0.0151787,-0.130979,0.142856,-0.0165336,-0.231527,0.00973124,-0.0521921,0.191793,-0.0780159,-0.20522,0.000394952,-0.00623325,0.139589,0.10092,0.108814,0.0604791,1.64062,0.0727839,1
129,0.0537922,-0.247697,0.0141678,-0.289831,-0.311512,0.0699603,-0.295487,0.0108642,0.178259,-0.282821,0.0723812,-0.294048,0.00532702,-0.00510776,-0.28233,0.144875,0.126351,0.0653851,1.4367,0.106447,1
130,-0.157772,-0.496105,0.00628055,-0.0498315,0.130251,-0.110393,-0.505004,0.00224226,0.0749609,0.153554,-0.150106,-0.518532,0.00164143,-0.0180512,0.136641,0.111496,0.119943,0.0606453,1.16367,0.0768898,1
131,0.0214002,0.414728,-0.0304812,0.822519,0.200094,0.0703308,0.476627,-0.0192567,0.254729,0.199804,0.0557181,0.443977,-0.0336627,0.0586828,0.20103,0.117577,0.108308,0.0492953,1.49294,0.093873,1
132,-0.0775434,-0.120453,-0.00083217,-0.0591373,0.0255408,-0.0442151,-0.139032,0.0102963,0.161175,0.0577322,-0.0322738,-0.141462,-0.000152193,-0.00108691,0.0597917,0.0941277,0.100426,0.055834,1.44696,0.0636745,1
133,-0.0557366,0.34009,-0.0316246,-0.0158141,0.322147,-0.058697,0.319875,-0.023984,0.600185,0.333784,-0.0611792,0.379234,-0.0213686,0.0324381,0.302983,0.106605,0.0931248,0.0607948,1.76247,0.0843545,1
134,-0.069733,0.0640615,5.82214e-5,-0.291143,0.218775,-0.0695888,0.0799829,-0.00120932,0.0610204,0.20507,-0.0916104,0.0881527,-0.00425212,0.00270294,0.189897,0.1242,0.109577,0.0630334,1.16988,0.0893669,1
135,-0.00686042,-0.546903,0.00311823,0.436098,-0.105389,0.0150821,-0.570806,-0.00465249,-0.278663,-0.0862703,0.0356025,-0.550532,0.00464875,-0.0059293,-0.0757818,0.145711,0.122064,0.0673713,1.62198,0.0996893,1
136,0.0136989,0.391499,-0.0189606,-0.245172,0.126196,0.00570999,0.379388,-0.00650465,-0.178456,0.133479,0.00682313,0.371738,-0.0201036,0.0341775,0.13151,0.0981237,0.113326,0.0651836,1.87407,0.0686274,1
137,0.0666467,-0.107289,-0.00715483,0.0604842,0.00815896,0.0173627,-0.0729235,0.00527974,-0.0708097,-0.0270293,0.0461252,-0.0889859,-0.00230825,0.0091515,-0.00828667,0.119798,0.103359,0.055336,1.65971,0.0842997,1
138,0.211654,0.308745,-0.0282564,0.457408,-0.184767,0.309269,0.35577,-0.0257848,0.296532,-0.163172,0.250595,0.345475,-0.02973,0.0626135,-0.188297,0.12951,0.0892667,0.0605216,1.46069,0.100917,1
139,0.140973,0.452856,-0.0365349,0.26898,0.152069,0.132069,0.49747,-0.0138029,-0.00496322,0.127794,0.0961329,0.493564,-0.0341335,0.0588571,0.105579,0.0966529,0.10239,0.0613092,1.59152,0.0738093,1
140,-0.0898192,-0.458554,0.0222196,0.411665,0.189008,-0.147772,-0.409397,0.00922589,-0.0728007,0.124496,-0.114653,-0.457267,0.00144755,-0.0128799,0.159502,0.116904,0.1252,0.0588772,1.30475,0.0738052,1
141,0.0501856,0.318099,-0.0195586,0.0850994,0.115969,0.0751253,0.335001,-0.0287253,0.22154,0.109998,0.0763669,0.319502,-0.026801,0.0516425,0.117648,0.106034,0.110163,0.0602827,1.59485,0.0725896,1
142,-0.0448053,-0.491595,0.00601608,0.0494344,-0.106708,-0.0173957,-0.53401,-0.00742674,0.247737,-0.0825156,0.0106517,-0.51084,0.00423021,-0.0071456,-0.0691931,0.117384,0.115801,0.0694632,1.25852,0.0794152,1
143,0.0374511,-0.860655,0.000412832,-0.198011,-0.125798,0.053608,-0.826501,0.0129847,0.261379,-0.124223,0.0717924,-0.815941,0.00670851,-0.00877374,-0.116388,0.111218,0.160069,0.0608523,1.45373,0.0849145,1
144,-0.086803,0.294511,0.0124069,0.0565181,-0.0660568,-0.0566077,0.302672,0.0230561,-0.0568118,-0.0524863,-0.0646591,0.282354,0.00687921,-0.0162761,-0.0568089,0.0914964,0.117242,0.0528247,1.27269,0.0607007,1
145,-0.0960292,-0.837849,0.0124324,-0.0787058,0.0315493,-0.0829019,-0.831085,0.00549065,0.0815402,0.0336483,-0.0477285,-0.813752,0.00398518,-0.0135006,0.0525354,0.148051,0.147786,0.060813,1.45694,0.089278,1
146,0.0144282,0.312092,0.00138842,0.00180606,0.199088,0.00750504,0.273196,-0.025955,0.265768,0.195446,0.00763202,0.30853,-0.0200152,0.035078,0.184018,0.0878561,0.115567,0.0605957,1.86176,0.0756606,1
147,-0.153979,-0.0353342,0.0147585,-0.238152,0.25923,-0.0919166,-0.117943,0.00252278,-0.00923422,0.334239,-0.165619,-0.0573756,-0.000153224,-0.0131617,0.255944,0.14399,0.125231,0.0656642,1.26584,0.109551,1
148,0.072149,0.517014,-0.04569,0.0931632,0.108209,0.12411,0.534127,-0.027945,0.594631,0.12576,0.0848714,0.537173,-0.0355906,0.0598412,0.106119,0.0854873,0.0895224,0.0456095,1.39963,0.0559162,1
149,0.104159,-0.550614,0.0131406,-0.46282,-0.0772963,0.00157414,-0.521324,0.0122287,0.00557932,-0.157789,0.0587236,-0.535389,0.00498776,-0.00480499,-0.118258,0.139324,0.126854,0.05942,1.39021,0.0883362,1
150,0.0230112,-0.500942,0.0144414,0.0619351,-0.120334,0.028797,-0.500647,0.00236661,-0.081856,-0.115062,0.0284022,-0.501481,0.00481892,-0.00714302,-0.119542,0.132101,0.102679,0.0599741,1.48852,0.0918224,1
151,0.15214,-0.249764,-0.00334114,-0.351687,-0.292113,0.185017,-0.19562,0.0166495,0.297874,-0.295031,0.145157,-0.189249,0.00337844,0.00374216,-0.324649,0.0886946,0.119956,0.0653827,1.39717,0.0643822,1
152,-0.0656272,-0.210453,-0.00624947,-0.304331,0.102252,-0.0528211,-0.1881,0.00132504,-0.300971,0.0974409,-0.0602682,-0.190709,0.000732187,-0.0053743,0.093635,0.14664,0.120826,0.0561653,1.52005,0.106478,1
153,0.110012,0.137866,-0.00296834,0.0067984,-0.363066,0.0935274,0.148436,-0.00729348,-0.111735,-0.378451,0.151344,0.119753,0.000709698,0.00600047,-0.333081,0.170443,0.109026,0.0598909,1.62259,0.12537,1
154,0.0549438,-0.39351,-0.000564741,-0.396951,0.0360222,-0.0407747,-0.410225,-0.0100271,0.0537382,-0.0126815,-0.00219528,-0.389602,0.00293312,-0.00506843,0.00162243,0.123094,0.108344,0.0579742,1.41107,0.0837824,1
155,0.00543027,-0.717263,0.00996792,0.015339,0.0906566,-0.00388157,-0.708955,0.000857333,0.152438,0.07703,-0.0277443,-0.684038,0.00388177,-0.0103112,0.0542989,0.113225,0.118694,0.0620415,1.53092,0.0909398,1
