rep,id,eta_phiS,eta_deltaS,eta_phiL,eta_deltaL,eta_deltaA,GROUP
1,22,-0.0998144459358809,0.201744608850797,-0.0643783439199297,-1.75132431959527,0.140701778105842,0
2,22,-0.049711377562375,0.562445714624595,-0.00955532162626644,-1.08389275006297,0.0805711912690139,0
3,22,-0.184075391079969,0.424276850970574,0.0940704757812876,-4.35631459989171,0.177904098950721,0
1,23,-0.394916490759321,1.27399531240849,0.0096541141268417,-1.03307264393119,-0.261969259350976,0
2,23,-0.019115748732391,0.957080296427228,-0.00492281801524625,0.0800480400167903,-0.233317633541286,0
3,23,-0.0645752961400803,0.847116713016164,0.0340224145384902,0.633859765111517,-0.178443451110678,0
1,24,-0.212923951216966,0.275727371938884,0.0019428832795557,-0.669837883203809,0.0244663507249204,0
2,24,-0.144573970574587,0.544246958790453,-0.0510189747907044,-0.284488943937512,0.0398748300404645,0
3,24,-0.326885489976445,0.509673623764078,0.0392634265988706,-4.70453077854877,0.0296789667797324,0
1,25,-0.0262660641359056,0.382106900870876,0.0922025684989651,0.621631172996055,-0.0765166699739731,0
2,25,-0.0616377766455247,0.208647171158855,-0.0443209593356718,2.17333979636837,-0.121713756256278,0
3,25,-0.0744671137017598,0.0641524635003368,-0.0923819251191315,2.36990706131762,-0.0911750796788055,0
1,26,0.0924268691985153,-0.704924324074778,0.0328347995856361,-2.13885102207116,-0.0909285506656469,0
2,26,0.0043976718252494,-0.850580251436805,-0.0377417795084345,0.839068625095203,-0.145662084571596,0
3,26,-0.113978053716009,-1.09445506266317,-0.042750355820949,2.17036297141639,-0.153624195664225,0
1,27,0.0126199178283504,0.617381758620723,-0.0347923643180435,0.646370417183182,-0.151660067611642,0
2,27,0.108986123924061,0.681815520344254,-0.0226864263463844,-2.93842679333663,-0.14016758546165,0
3,27,0.0333306846036525,0.510611457147153,0.0143532235379638,0.749879723303942,-0.0367522371915485,0
1,28,-0.112573804720584,-0.0954902623611741,0.000917953087908225,-2.14906269932745,-0.021894574476158,0
2,28,-0.190392002022259,-1.03814142481812,-0.0481496027282095,-2.39785349331631,0.124346781056017,0
3,28,0.0831176523917223,-0.464952477977783,-0.0613807631104349,0.450158225889372,0.174710934532719,0
1,29,-0.0434173896116912,0.664562386596593,-0.0732860012134642,-2.17929186771439,0.213348060589998,0
2,29,-0.0547745070348502,0.908297791793623,-0.101261554318645,-1.32473166052698,0.0297925981322603,0
3,29,0.0275449767137935,0.959266431320434,-0.0421200227717891,1.77107326401065,0.213075580593273,0
1,30,-0.298144190189802,-0.0854968382922688,0.0699308953783512,1.05397142307206,-0.000880786640140846,0
2,30,0.0581364895422104,-0.418472878013749,0.0386282703652285,1.57681731860675,0.168940163755479,0
3,30,-0.0222581123495241,-0.198609905027528,0.00500484012279777,-0.294013767161103,0.176350057503514,0
1,31,-0.0472569175247926,-0.493009954487881,0.0529082016009531,-0.325194965308062,-0.382544557120322,0
2,31,0.0636521564339863,-0.203505965608146,0.107581413559078,1.58219454394291,-0.350533554533991,0
3,31,-0.0632982578171194,-0.514688661678143,-0.169987479302333,-0.434458846146879,-0.462800751151729,0
1,32,0.0066735090438149,-0.654373210588556,0.0362236624292736,1.14862335798484,-0.0382736614965851,0
2,32,0.0131004651930632,-0.387163188680826,0.0493379848589474,0.210217963125146,-0.151515321450006,0
3,32,-0.0706355141560415,-0.414792092933953,0.0118532397553525,-0.251332660096944,-0.168203217986029,0
1,33,-0.0170760197381634,0.695517329437917,0.024256511774791,-0.881936829029672,0.036921644574145,0
2,33,-0.0865994315391117,0.808647133711761,0.0191475120709027,-0.550889834551152,-0.0542978007858696,0
3,33,0.035154778272345,0.92297685163116,0.016622533613404,0.129853843053278,-0.0291533016440962,0
1,34,-0.0780968419029973,0.144566663896993,-0.0501543583176405,1.15823284886256,0.148186563792155,0
2,34,-0.0160030161744873,0.459000204796209,-0.00705689132291441,0.896529371567348,0.0534771516483598,0
3,34,0.00304234965890562,0.28221512325628,-0.00658061433796839,-0.465850280533441,0.140838189340112,0
1,35,-0.0102237028555806,0.519645962674999,-0.0323076653198521,-0.0223207011766224,0.0404517976344799,0
2,35,-0.189895690143865,0.749044683560999,-0.0317781255285661,2.36635216523165,-0.0966427728379824,0
3,35,0.00316629256262142,0.169545906325887,-0.00234786994288203,-0.119261366743374,0.14399042301413,0
1,36,0.125459428558516,0.928568503593263,-0.0227594136373367,-0.268203038832544,-0.196016531984507,0
2,36,0.070588108193867,0.351292582615742,-0.127647152088499,0.0290344210401814,-0.0876284644608077,0
3,36,0.069876247789374,0.57848482096521,0.0545101449413051,-0.490911131253451,-0.0723862297869223,0
1,37,0.0498067511186092,0.287556465427136,0.081035878173994,0.0444002740845165,0.143938242852469,0
2,37,-0.0300027340418591,0.938553676187545,-0.0128165815480904,1.65432566867744,-0.108119007470944,0
3,37,0.0111554518884765,0.583595495069399,-0.047115596344617,0.326699629778729,-0.0214806583600436,0
1,38,-0.169269576344116,-0.179164237770623,0.096256153321064,0.909031582198978,0.331290644405496,0
2,38,-0.0387918495427272,-0.182425401514434,-0.0862137718038703,-0.212287448883645,0.246694240865225,0
3,38,-0.116453246576559,0.121809557723805,0.0304249339916259,-1.18882110518458,0.170133877673711,0
1,39,-0.021460250389551,-0.229632876495665,0.018784007418177,0.772401457153333,0.0564346289699615,0
2,39,-0.300114167686516,-0.414749972749513,-0.0631637654674959,0.488236100855417,-0.0367961818768278,0
3,39,-0.00530951461102827,-0.422796470873793,0.0654747902220876,-0.773832327771682,0.149417304391386,0
1,40,0.307046073481684,-0.560487524949101,0.108488219158724,0.64230014900798,-0.239597015116649,0
2,40,0.112078375698445,-0.805030321928507,-0.00813668066149351,-0.398597840494239,-0.295456260792481,0
3,40,-0.19563748939442,-0.645390538716501,-0.0662398564979397,0.979142161791062,-0.489942434959825,0
1,41,0.00128083053205241,0.76506486268482,0.0345082881697596,-0.657850896796319,0.0135826628549774,0
2,41,0.0299155287052159,0.121336652914847,0.0507490888400062,-1.84496768468985,0.299567248067277,0
3,41,0.0543407505710905,0.515993973432481,-0.0181389809670517,0.444674034740457,0.0698961620967992,0
1,42,-0.000134149579319384,0.0569472409665368,-0.0827439421782242,0.114419517924755,-0.136089768628902,0
2,42,0.270546163837339,-0.0209910274194781,-0.0831222719170032,2.73807727751987,0.0289732352040426,0
3,42,0.165937928723583,0.205955439294378,-0.0473453363313781,-1.1508058010397,-0.0769344868027287,0
1,43,0.021565690438902,0.152283066864146,-0.00462885281609274,-0.0662996968097687,0.0372343469155401,0
2,43,-0.122703907590625,0.146344268781649,0.0927772771802606,-0.141471023839485,0.117646287213604,0
3,43,-0.132589988026916,0.538613142267242,0.00954015849409393,-0.260207699313391,-0.120877545545751,0
1,44,0.20803342816046,-0.535409629367684,-9.43092466987733e-5,0.564005564260746,-0.458699846819126,0
2,44,0.08933834063631,-0.735539967652046,0.027445178635647,-0.463490687734172,-0.475558363650494,0
3,44,0.246327447750725,-0.929513977878835,0.0159840200556888,0.339812924415977,-0.298971533881392,0
1,45,0.131557703339014,0.306997469094125,-0.0144785598360024,-2.67693513529759,0.280108434717561,0
2,45,0.0985410272835235,0.333478878364259,0.00951061343543698,-2.3614310261056,0.281156848083281,0
3,45,0.0089386717864512,0.575747091172582,-0.0756135114378582,1.13071316320526,0.112107954986082,0
1,46,-0.0291436782423663,-0.60633599320864,-0.0790922281137023,0.45900070507581,0.217093497958705,0
2,46,-0.165351245661022,-0.0973421757896324,-0.0634248787020939,-0.0168264823701654,0.0563242720312176,0
3,46,-0.0942755915611186,-0.542046309503394,-0.0941423820412307,-0.0994328895248821,0.211922514386919,0
1,47,-0.12277329912319,0.676120957133198,-0.0285478067779855,-1.74781350811239,-0.01003409781061,0
2,47,0.202894772060295,0.165304609074904,0.00982107645931895,0.140266794069851,0.220970035779968,0
3,47,-0.163436239890243,0.631500464001693,-0.0373457781619827,-1.09145061937622,-0.0086329656914747,0
1,48,0.164557448475225,-0.225006903571488,0.112203300104046,1.43866402475487,0.0746288974169042,0
2,48,0.0773066715924927,-0.136185734155876,-0.0835287560640377,0.118717065926771,-0.162637474705943,0
3,48,0.0183178873376986,-0.14869896247364,-0.0829021249193065,0.270781578793932,-0.150823273471508,0
1,49,0.0819734311146815,0.207497983280743,-0.0316755548172979,-0.0238017566789311,-0.136091200711411,0
2,49,0.0612733050075207,0.420700312605259,0.120647323031295,-0.693694087090114,-0.0916946078406497,0
3,49,0.182097521792962,0.20594102832329,0.0202792942765302,1.87730428473411,-0.0701034449093939,0
1,50,0.111537502097567,0.0985821959673672,-0.0148984982651304,0.233077274694652,0.114950249769486,0
2,50,-0.177775202290301,0.602710601631248,-0.00791812127475254,1.59344277912221,-0.169967103231782,0
3,50,0.112551377545555,0.331907830439124,0.00528096457039007,0.762458577124457,-0.0208225937170391,0
1,51,0.0712260171510592,-0.434988823529105,0.00292593425318309,-0.313039155437038,-0.23269835977973,0
2,51,-0.0925568449780132,-0.459473381633406,-0.0710463808012198,0.166557063183238,-0.364748654812221,0
3,51,0.240411457194106,-0.863200263874653,-0.0174334772447704,-2.73489465964789,0.00232257977525671,0
1,52,0.10249209724631,0.226974607936421,0.0204479929316657,2.97592630246139,-0.003853169788988,0
2,52,-0.0537936017682203,0.412012516796125,0.0798087793683441,3.87043912546511,-0.103571655883376,0
3,52,-0.0433340627263993,0.115293433066753,-0.00185031503232914,2.38253092874658,0.0159960755436755,0
1,53,0.0221529296857604,0.0115883293860051,-0.0297414616143326,1.92008716860557,0.134042666123377,0
2,53,0.0314223797845287,0.46355029799097,-0.0207831287566079,-0.876297120642359,-0.0287994543948008,0
3,53,-0.143784154911272,0.59034854702429,0.013300884926492,1.39664658963781,-0.0525066829509956,0
1,54,0.294576120134311,-1.00212535587562,0.0833779266380926,-0.85828944447317,-0.0445947107011834,0
2,54,-0.169887765997052,-0.528434806732952,0.0987350051067037,-3.5829007445275,-0.327433916657277,0
3,54,-0.0967713949036403,-0.71632946098868,0.0323618424912423,0.360717496759987,-0.262012645077181,0
1,55,-0.200594006695937,-0.362661540114189,-0.1098393972888,-1.2699067280345,0.0940835275457799,0
2,55,-0.047594448658913,-0.189312584104173,0.0754854076937601,-3.92730137384565,0.154121461011799,0
3,55,0.00136209991931551,-0.233380308996922,0.00438584778466663,0.562532230952834,0.202077881293029,0
1,56,-0.149554145600236,-0.582546257530151,-0.00691860550936777,0.423692799158939,0.0559711883019691,0
2,56,-0.19837573517148,-0.791183414659394,-0.0165217142506958,1.32589883062128,0.0587594204914246,0
3,56,0.028151683596564,-0.792403858277359,-0.00223143289274629,2.29774765014708,0.180929553888821,0
1,57,0.0777700574010317,-0.71007522407598,-0.0273195719843127,-2.03878812777712,-0.0256062239831693,0
2,57,0.0293761237874798,-0.521111136524313,-0.02321360537004,-0.126949166546176,-0.0951083901059776,0
3,57,0.155324361911558,-0.723196100820142,-0.0118450380135909,0.235731940097373,-0.0166652009462106,0
1,58,-0.23637614760725,-0.591265905154549,0.0359440915868288,-0.221010443019058,0.285006072182079,0
2,58,-0.327654773626787,-0.211329868407002,0.0244011433751485,-1.89634678373561,0.166541699869968,0
3,58,-0.278850707041167,-0.454521251704705,-0.0233657715678953,-0.713452678088433,0.240590820784716,0
1,59,-0.138265297341339,-0.105553473813632,-0.0845264239760002,1.48569174769107,-0.388726980319828,0
2,59,0.0393728268994141,0.166849971461904,-0.0250932872958065,-0.450466355029594,-0.302369747208953,0
3,59,-0.131264828250399,-0.13950451341988,-0.0253842727825372,-1.17722911900834,-0.31457586621923,0
1,60,0.0393906136080356,-0.0727706134897355,0.0627287700498686,-0.74532183543219,0.0774857868137889,0
2,60,-0.00307935937796552,-0.069282633432072,-0.0611965299479999,-0.628088830894383,-0.0384201690266434,0
3,60,-0.126993111489645,0.174009176871165,0.00934210425395632,1.4339829848837,-0.101442242895091,0
1,61,0.0402203962488838,0.185858101024102,-0.0756651812406834,-0.32023223174109,0.331021161883123,0
2,61,0.146680700587161,-0.113939907413446,-0.0312440915453744,1.90112748838589,0.476372518248135,0
3,61,-0.0902853931926769,0.521847107222032,-0.105063557017653,0.152627594935056,0.165308575140844,0
1,62,-0.25054685333944,-0.295989632027737,-0.0824208815466912,-0.632349060524367,-0.253784698767327,0
2,62,-0.128118685377081,-0.338685028644587,0.0491707473960492,0.283081029469959,-0.0945037724741401,0
3,62,0.0164141896358664,-0.646720854869445,0.165177883997414,-0.615535180486034,0.107157598569745,0
1,63,-0.247603078520256,0.25118376348096,-0.00904901620991338,0.858439772368865,0.209408468440757,0
2,63,-0.250618224657442,0.210288658751358,0.0407954840116672,0.311645063608909,0.280034818473809,0
3,63,-0.148506543691453,0.175522063657901,-0.0526952766777175,-1.59393712152519,0.235638551058797,0
1,64,0.221569016125138,0.112213142038146,0.0249352064551012,-1.42323906850169,0.022247695074506,0
2,64,0.0454575700079906,0.374738406253658,0.0118294671401497,-0.081978768766332,-0.215101786805112,0
3,64,0.108041731107816,-0.0870695072119398,0.0794542113380637,0.347506854540055,0.000145608321063428,0
1,65,-0.0308394035245323,-0.482170261341765,0.0432700439714513,-1.40509160050725,0.0493290843727664,0
2,65,-0.036028293025572,-0.367143744557876,-0.0467444986171816,-0.928072933721898,0.0138462509491668,0
3,65,0.0332958647703496,-0.124745120518731,0.0169394176883266,-0.779018242308495,-0.074462875467771,0
1,66,-0.117465332433759,0.410296453345193,-0.0581299780098315,-1.03374402880989,-0.367986190484632,0
2,66,0.0237554746714497,0.0944184688974571,0.00266898933467156,0.108584778409093,-0.158504975496428,0
3,66,-0.0834835335086242,0.530634740505466,0.103905839957051,0.513419070983171,-0.280781738007565,0
1,67,0.0191860357305054,-0.711063072224015,-0.0464475032049001,1.68279457416689,0.201955662432056,0
2,67,-0.18097671324566,-0.189394799133758,0.012866682508504,1.34319827629429,-0.0326375240561391,0
3,67,0.0477862856588582,-0.014344191175796,-0.14331343558401,-2.08407325738741,-0.116227668063892,0
1,68,-0.250410442852299,-0.529282461053,0.00441973541654805,-0.784482890472849,-0.0137644396856387,0
2,68,-0.0787065686132271,-0.294670808154685,0.00921208488408153,-0.0941895518925115,0.0357376865883513,0
3,68,-0.0468655318738971,0.0531516215016626,0.00405090950250051,1.45114713005487,-0.0777247978153035,0
1,69,0.0514709291025673,1.18651031992828,0.0407604217682154,1.88190630380426,-0.0999333872259517,0
2,69,-0.195367884643543,0.799851167204325,-0.0454956680427773,-0.17059345364205,-0.140745768763949,0
3,69,-0.238600361082808,1.05807218064735,0.00617596595462989,3.58673912170277,-0.234364206906372,0
1,70,-0.0485468690302181,-0.0689166753277314,0.11963064962916,-0.330910229235781,0.334692110762793,0
2,70,-0.0317069953720788,0.710382583773202,-0.0063210130117656,-0.317174221057245,0.0624725317727224,0
3,70,-0.0781350815011083,0.119976228081796,-0.0854947532683939,-0.185213751319643,0.220636972462393,0
1,71,0.0987918594895977,-0.34549326187385,0.0297957241435362,-2.25535785379489,-0.224232259834678,0
2,71,-0.0043500530476734,-0.293261525749237,0.0844979547317914,-2.79853486954178,-0.261067803490977,0
3,71,-0.150751605794746,0.0206350653744891,0.0674379808940208,3.27393161199121,-0.423569988167461,0
1,72,-0.155408120786093,1.17496843906404,-0.0337893386640077,-3.1745614516475,-0.0767543635730882,0
2,72,-0.167971498715156,0.997868675142891,0.095313226859791,1.49913219641939,0.0389794221840547,0
3,72,0.0647495871506443,1.42451406679525,0.0610496340091133,0.468136989797871,-0.0518871396717315,0
1,73,0.0292933075018798,0.260672800828433,0.0120584540170095,-0.347203939929901,-0.118027272407338,0
2,73,-0.0854905108852972,0.28145776970895,0.067821810314618,-1.6706623242421,-0.196235270635942,0
3,73,0.108148372011263,0.545183804254335,-0.00330873980843869,1.12764312342151,-0.224339781928064,0
1,74,-0.355036047774295,0.438464067478671,0.0236479633855628,-0.632526609933454,-0.0653463228461304,0
2,74,0.0176824187377217,0.0934626891753845,-0.0139614567899042,1.87011833897877,0.0952540598255254,0
3,74,0.06078610346874,0.398873972424218,-0.00174898163834853,0.572275945341153,0.0613728188110591,0
1,75,0.0770531958764209,-0.639827520520734,0.068664949708367,-2.22314287574688,-0.238495849585847,0
2,75,0.05758160611349,-0.371281605892735,0.0147957086819604,0.347808373786913,-0.281856519858876,0
3,75,-0.139608326812848,-0.634649311264493,0.0503152495715994,-0.0835326772037092,-0.36046858672489,0
1,76,0.242350658689244,-0.420959704990129,0.0326142443126971,0.51281332466251,0.00708220711619709,0
2,76,-0.162775261337741,-0.203213631047719,0.0251597831397634,1.42003432541674,-0.219587815156165,0
3,76,0.0579800442583965,-0.249648460583196,-0.056055028660284,-1.83467377715771,-0.0867062111452968,0
1,77,-0.0956392599932355,0.580861560224881,0.145084535640484,-0.270265587192693,-0.145241407418682,0
2,77,-0.268286447116681,0.356161721806144,0.0769398172486915,-0.866598928404736,-0.150954731256843,0
3,77,0.246729425462023,-0.19970341834296,-0.089514609901382,1.3608941435433,0.0982888585429279,0
1,78,-0.0601726213101222,0.484720702679956,0.0791935969946133,1.67096440700297,0.0820398647910442,0
2,78,-0.223585117697743,0.329216808229312,-0.112446011541089,0.978843393516992,-0.0736300752598734,0
3,78,-0.119754476580934,0.365717987557511,0.0125397414613297,0.0205273056934347,0.0864311864539062,0
1,79,-0.160585833127364,-0.151662084951294,-0.170480092810172,-0.735233843113298,-0.115882346321321,0
2,79,0.0278029108464554,0.00573878772511058,-0.0538699822163529,0.952904391245086,-0.03600846723507,0
3,79,0.0514526603840524,-0.0320269568458597,-0.0667102029419762,-0.611305424581535,-0.00510499365983928,0
1,80,0.308170188870441,0.327541620202893,-0.076254101135656,0.978142187425403,-0.0603315986659812,0
2,80,0.152874855307142,0.103361353845801,0.0210418149513693,0.0825491194910966,0.0414928887819492,0
3,80,-0.103271127203389,0.320826409163594,-0.0255672070202881,2.00087646329773,-0.156187313603597,0
1,81,0.0844053125539037,-0.153521460138477,0.0972755503785272,1.49343125173708,-0.0271765891296619,0
2,81,0.190076085565088,-0.19670536976845,-0.0394317692828146,-1.13229913436172,-0.0496770445811184,0
3,81,0.08274060372716,-0.13866779727653,-0.00778692457780978,0.118126835232115,-0.0812637098520753,0
1,82,-0.220827551496925,-0.36921478530942,0.0349168379280878,0.251954862865706,-0.227284931108382,0
2,82,-0.106086693531361,0.299965974653026,0.0456531828977072,0.405144180833856,-0.346441795798239,0
3,82,-0.189374739742731,0.250930862599245,-0.00454896831905882,2.68203771081878,-0.318221829188475,0
1,83,0.240546555454425,0.144473437972407,-0.071233705837071,2.03438355928831,0.133705714091701,0
2,83,0.0742105915648028,0.301874820718855,0.0387810808939851,0.603996228870216,0.0457016322985201,0
3,83,-0.114619933189321,0.463361426979642,-0.0107182572943424,-1.41208370848295,-0.0862349732090836,0
1,84,0.254599489230158,0.846036330041726,-0.0721962695179495,-0.721174124791963,0.140922106003044,0
2,84,0.139327276370537,0.430295869004018,0.0740908841538103,0.917636757809608,0.280162847005576,0
3,84,0.145759700423463,0.733863182228427,-0.0468091532500675,-1.60609380916629,0.132320330205734,0
1,85,0.0166498355738851,0.577594728702082,-0.0136188825815856,-0.52760386621916,0.132932850182408,0
2,85,-0.0837400020800955,0.466406647608549,-0.0257403065379541,-1.98898073735188,0.127567202454596,0
3,85,-0.0346531889258024,0.0640205709983512,-0.0303531932341617,2.38186179753489,0.23016517997593,0
1,86,0.229000762337332,-0.100909819539579,0.0213426237224413,-1.88987059475464,0.13030098114026,0
2,86,0.074171937782703,0.171988605739455,0.0204226569435505,-0.0992521941044172,0.0320288300809163,0
3,86,0.200632606350203,0.171880413795012,0.0742282321125095,0.0147961187209044,0.0746434576641659,0
1,87,-0.203476496925319,0.483788356725753,-0.0976433990956665,-0.894860418727638,0.050877768768557,0
2,87,-0.0417404239797693,0.346865345455137,-0.0892167615293275,2.15843077324689,0.0813456523614284,0
3,87,0.138011458403873,0.5683735279456,-0.00551497186855244,0.40724971071291,0.183723079756844,0
1,88,0.116681354178418,-0.326139462106709,0.0150707438543557,-0.162723429163268,-0.470735839874344,0
2,88,0.366363133865853,-0.586541175355114,0.0117591793947802,0.0467709482994476,-0.247097775413181,0
3,88,0.101172060792794,-0.819863371641754,-0.0157946635683684,-1.79193481047527,-0.348351232717153,0
1,89,0.107504948673576,0.405476735252416,-0.0660452987361884,-3.38818178287529,-0.143850871193074,0
2,89,-0.0204160496629191,0.206082596306555,-0.0629735855166246,-1.47097450059707,-0.156954071726578,0
3,89,0.154171832812981,0.483596393528998,-0.0721085829980724,-0.735095477583464,-0.148440336930959,0
1,90,-0.0334053537594758,0.021865406298315,-0.0740792639658211,-2.61308299930648,-0.441598702960386,0
2,90,0.341348917962645,-0.368339193789475,0.0336645693657124,2.91920713900262,-0.117295612201646,0
3,90,0.235201541726119,-0.177639205982234,-0.000124787672321269,-0.0018061520493412,-0.231516061068934,0
1,91,-0.207553658541175,-0.597459003854647,-0.0160447008357142,2.77333916424027,0.234940327576523,0
2,91,-0.395522839399527,-0.322748499359314,0.0512072926980558,0.778604191336752,0.18576094534721,0
3,91,-0.28979020745356,-0.760844240171611,-0.123914569241598,2.00566039752378,0.220493636308467,0
1,92,0.0722844031980303,0.601730426737368,0.0436403789869623,1.24467957612542,-0.0425365012140697,0
2,92,-0.0891285130251203,0.351614851447564,-0.118645615737773,1.48027703393434,-0.0786505166426591,0
