rep,id,phiS,deltaS,phiL,deltaL,deltaA,GROUP
1,26,0.975421382740968,0.0351838864970864,0.639650961962155,0.000687201863751108,0.709150745040077,0
2,26,0.966555640355606,0.0284882222695106,0.589200420519235,0.000987894517257448,0.70791228274248,0
3,26,1.04952429043095,0.0286275271328419,0.632643921718433,0.00136145399375622,0.76198150626824,0
1,27,0.984602722359711,0.0901708770174593,0.556621627389927,0.00112231849142594,0.777257619425567,0
2,27,1.08637680875684,0.105146158313046,0.581239293902995,0.000436449871049363,0.774122971086848,0
3,27,1.13760899639136,0.110134190649203,0.587158156799053,0.000827393902915137,0.815655887374238,0
1,28,1.21458279806292,0.0478579152224147,0.642563375868582,0.000482506965148231,1.01787773000084,0
2,28,0.984450291614611,0.0260306352360898,0.633467030266643,0.000943662009560598,1.04732926192026,0
3,28,0.959511257242539,0.0599561263480935,0.608668087700079,0.00100042022132063,0.883625400098481,0
1,29,1.15942893929804,0.125871977916415,0.539393114980914,0.000660681878842359,1.06469731414155,0
2,29,0.964928417535983,0.140790199429725,0.513582051324821,0.000511174323963074,0.945437740340575,0
3,29,1.02952677734365,0.149817807721489,0.656856831618476,0.00114508603135473,1.133595470514,0
1,30,0.878802064015641,0.0452723479575165,0.587636401483294,0.00117918613960793,0.905893005901759,0
2,30,1.26061526358731,0.046559124805056,0.597682931624937,0.000825516426915374,1.05903475810703,0
3,30,1.21707083997814,0.0379333866309397,0.551599062885394,0.00101723085349945,1.07504082602976,0
1,31,1.02209621384437,0.0377208703491205,0.644084712456364,0.0015258177910927,0.598621701524127,0
2,31,0.951550968968159,0.0571305334515227,0.685876088958225,0.00165980561687538,0.565449600407261,0
3,31,0.96139319049828,0.0445811948427279,0.518222283633189,0.000589206416934378,0.511071591608726,0
1,32,1.0124703899276,0.0574508934389979,0.632045487375189,0.000386374847156529,0.673914944904881,0
2,32,0.902178777865405,0.0493081571005419,0.617030387355442,0.000738369487863595,0.656215899904136,0
3,32,1.10655196191346,0.0424064994016312,0.628319512712936,0.000705908757284701,0.750103203684221,0
1,33,1.01487874230318,0.157775413716678,0.64835220459115,0.00119118085590719,0.895114261910759,0
2,33,1.05180869761167,0.125596092594894,0.693899158369091,0.000809850628475695,0.978871884535133,0
3,33,1.29868947356904,0.167436981531721,0.644546334860856,0.00068724289213473,0.901410624361408,0
1,34,1.07390256203583,0.0989319963321244,0.521911870372202,0.00116321012660915,0.884965867362452,0
2,34,1.01613837678899,0.0974187864889332,0.553659206328467,0.000722019904271899,0.869756414897477,0
3,34,1.12726490191102,0.0684125061840769,0.57057372106837,0.000913670399020505,1.052313111893,0
1,35,0.977027953938495,0.10666026725488,0.541172169389684,0.000887026792954143,0.848755368456581,0
2,35,0.938329035095228,0.0858846124167181,0.548115134197471,0.000973418432539778,0.844174085938845,0
3,35,1.00550811320071,0.0921459627001606,0.625729372165799,0.000756463358165957,0.951054165741773,0
1,36,1.2001818998881,0.146583895488664,0.569885372969145,0.000720933318000005,0.715392040429852,0
2,36,1.32296283761032,0.125792083292841,0.58276638738618,0.00105875338804295,0.785050435993604,0
3,36,1.0485550178118,0.0898609457734021,0.613006838659235,0.000608374502170724,0.859895135593591,0
1,37,1.15306509741756,0.0761535858537182,0.631723731295728,0.00132365628617369,1.0703134207906,0
2,37,1.13642984166878,0.172733570194168,0.570445432009075,0.0021855230498889,0.744941471580819,0
3,37,1.25808935577134,0.142950460104461,0.573878946708016,0.00145762096637706,0.857653407179714,0
1,38,0.875104687659908,0.0486441942730876,0.688309064372021,0.00110410707917186,1.21099712478493,0
2,38,1.07383545044458,0.0457494502749539,0.516878708793638,0.000719538246991323,1.15014568130998,0
3,38,1.09970692811688,0.057158171271481,0.610065269038945,0.000815586681897987,1.19647614967401,0
1,39,1.10617883537061,0.0589760114168504,0.661527681610773,0.000815580232104165,0.93233442888918,0
2,39,0.87197811670081,0.045858408244823,0.627984588005349,0.00106592930114657,0.889068057427285,0
3,39,1.06756462253562,0.0353281228234255,0.650452884758401,0.000786503756105102,1.04981910641958,0
1,40,1.226403786846,0.0365203503024142,0.625706937440048,0.00056125585504447,0.612447439440087,0
2,40,1.01654310155641,0.0265674805523398,0.508669137613121,0.00074234355428817,0.529583157062344,0
3,40,0.899106739744535,0.0363059118105208,0.63299036679527,0.00138668839169609,0.532858504397095,0
1,41,1.06657364531145,0.130410576976639,0.608138850834684,0.000947432248779141,0.900657654632445,0
2,41,1.11692657866626,0.0632873468390548,0.62376141328644,0.000479267488897499,1.2278392761601,0
3,41,1.07424150018285,0.142081769747488,0.555906389879334,0.000998820159809242,0.766656199968681,0
1,42,0.983296276413576,0.0684208753158549,0.556323723005417,0.000844153234652697,0.724491482327297,0
2,42,1.17068755524481,0.0608455748744456,0.557497473704438,0.0010734642137447,0.819663184563944,0
3,42,1.3026460084966,0.0703437918307165,0.611704666899364,0.000574333821980991,0.854070606510352,0
1,43,1.01770745413705,0.0797114357289492,0.578331694250206,0.000811285656944126,0.835156247457835,0
2,43,0.981486739050867,0.0838765819831441,0.655595791031955,0.000957697171832578,0.946096718496252,0
3,43,0.953781725134115,0.111087357819153,0.609419531175786,0.000799052226801368,0.763648096937602,0
1,44,1.16087858853363,0.0333283166418477,0.620560777781901,0.00112636912626862,0.520776112368904,0
2,44,1.24776311951494,0.0261936324390341,0.565303674066941,0.000926025649428196,0.567812810862303,0
3,44,1.2083478212468,0.031539547347234,0.684901025113365,0.000653290514629063,0.602815528350931,0
1,45,1.22783030092927,0.0933968781393131,0.592077324445801,0.000303546783267647,1.1207891309035,0
2,45,1.08778239903532,0.0863700293901894,0.544757569246944,0.000514765557850552,1.04092581072554,0
3,45,0.935647648863473,0.120833589371604,0.529902277016573,0.000861431102318794,0.880458682077681,0
1,46,1.10121096031937,0.0402294629889473,0.659138001003686,0.000829725946252182,1.1809215599585,0
2,46,0.898954124459908,0.0646817933548719,0.589893780376673,0.000874542552503233,0.862267013441441,0
3,46,0.942314936856371,0.0688168743798344,0.643495707647267,0.000408716815070979,0.952357037912295,0
1,47,1.11468421175689,0.101925972073493,0.598241651519519,0.000398076394884088,0.987177375541862,0
2,47,1.20305068354722,0.109070794182752,0.665399782461037,0.00131778119905689,1.0872983660965,0
3,47,0.942320927355728,0.148669250353242,0.55924673103403,0.00077987080181188,0.812007012311258,0
1,48,1.21166110609471,0.0679410935692856,0.67626250544558,0.000556927545514476,0.818399222668606,0
2,48,1.08889534393368,0.0429477266582127,0.524416812859954,0.000856166858496742,0.789688043498286,0
3,48,1.0859556474555,0.0679518505059658,0.639610692341804,0.00102089012739485,0.756659625341938,0
1,49,1.10504724101873,0.0995856136661788,0.55708348854923,0.000774446716230425,0.679351576712257,0
2,49,1.03031935746429,0.0659920885407521,0.658465508840554,0.000640958635968464,0.860343927967038,0
3,49,1.15155128978546,0.0849171387346324,0.640817436142222,0.000893179399870522,0.786759083754755,0
1,50,1.18838620682748,0.0677205223895099,0.565264872653878,0.00106904931097517,0.961737493251148,0
2,50,1.0408426272462,0.123029151290134,0.561899450803124,0.000852974259407387,0.725650317471342,0
3,50,1.10465233655282,0.0860170211633174,0.588447643681259,0.00120886192605529,0.847431930439616,0
1,51,1.20281774747713,0.0364441299856839,0.5960462836277,0.00083050988314476,0.723562358058908,0
2,51,0.922159585193574,0.0460241085030558,0.6216315766241,0.000412408398086108,0.594856661919629,0
3,51,1.1203569173589,0.0316610803344753,0.623468287028784,0.000431237421442763,0.784724797435493,0
1,52,1.05905080568111,0.0995227749952246,0.611305330165978,0.00143467491529872,0.785908097774215,0
2,52,1.06274430487072,0.084019304916404,0.658234894558892,0.00229065082853022,0.831953704034607,0
3,52,1.03157903178262,0.0637506698821831,0.524865509310493,0.000747158108059597,0.814801496225101,0
1,53,0.906014498575755,0.0698796727509842,0.634516873199095,0.00224431705558413,0.980159971633518,0
2,53,1.09285795805994,0.0962735805415438,0.607186400374032,0.000803581964193913,0.895797958160907,0
3,53,0.976898729407124,0.0796834067612104,0.595581144392028,0.000931975368399216,0.925061491738813,0
1,54,0.900511385877301,0.0263470435822365,0.72645435824267,0.000635889801066209,0.691457481305204,0
2,54,0.843576906339581,0.0425258952053889,0.639025994669932,0.000341527638058707,0.60613137970791,0
3,54,0.973322023858076,0.031656704305475,0.667602801729601,0.00105739918406681,0.681432677008022,0
1,55,0.825284849442707,0.0711504862887541,0.622388417592393,0.000727991182375308,0.879500571612789,0
2,55,1.14706550669481,0.0537132916261485,0.656758298062356,0.000614618922351291,1.0842287490348,0
3,55,1.16133881421266,0.0350315647170118,0.620771776785984,0.000819281462942572,1.2163128023487,0
1,56,0.874936029177712,0.0367990661831275,0.592455398330186,0.000638117710737898,0.884133431299288,0
2,56,1.02721569531725,0.030565570110743,0.588363206954194,0.000984083738904438,0.940561135576591,0
3,56,1.03110325058262,0.0253091542969084,0.550119457257166,0.00129799218596979,1.00149779603226,0
1,57,1.17753373265073,0.0487966086311384,0.613244159839219,0.000512881135372486,0.767258944010441,0
2,57,1.08319068974314,0.0453242835092871,0.624137962053194,0.000776758650804775,0.762182682152181,0
3,57,1.04630326562014,0.0409486987617379,0.611076210673193,0.000778031706642552,0.746760256888415,0
1,58,0.935054990938309,0.0318395297181304,0.608059123500475,0.00088574595515788,1.2122767577611,0
2,58,0.89170126999617,0.0425121812771027,0.670129055367444,0.000547333460732062,1.20379645618503,0
3,58,1.05967806034345,0.0358509976468752,0.588435295137431,0.000736595649471488,1.24656098971458,0
1,59,0.904073130181787,0.059241336841968,0.538385074077842,0.00101760020598406,0.575374600727031,0
2,59,0.955104672938877,0.0992117294016808,0.695430847663381,0.00103453737165052,0.59160556468313,0
3,59,0.951973481452198,0.065034047550315,0.596343726702425,0.000619627890714406,0.633931978697648,0
1,60,1.00256567438067,0.0674545173280791,0.640702906280517,0.00128210747968991,0.831589763305869,0
2,60,1.04925916228605,0.0608807624587765,0.544202005939142,0.000530350849548104,0.833568836322196,0
3,60,0.907229565232683,0.100559466927707,0.587578055298071,0.00093857095189263,0.717639244478076,0
1,61,1.09217289282434,0.0764069737834145,0.529997837839758,0.000792117903918686,1.17761283486954,0
2,61,1.034581552908,0.095360622191324,0.620826636264722,0.000771221871325932,1.15081009362993,0
3,61,1.12953380074595,0.088512632678815,0.554651597526545,0.000807031138467608,1.15879003296139,0
1,62,0.84862325986264,0.0530433615922099,0.597773568418205,0.000491603538596185,0.684096426871809,0
2,62,1.1165801612397,0.048361376384844,0.60979510643017,0.0006335005961163,0.799258135631571,0
3,62,1.09530257421918,0.036124674856088,0.588459050818856,0.000591538901107879,0.833945652907686,0
1,63,0.854109078045113,0.0605145008461678,0.625184560864001,0.000861279576718309,1.25039022711869,0
2,63,0.904386558917815,0.0554264686650591,0.604968480764179,0.00119726258722569,1.28724213366583,0
3,63,1.02308279182437,0.0709951974692337,0.555638747344964,0.000432418276560278,1.15024042526662,0
1,64,1.19265575462835,0.133387944246478,0.62983018822147,0.000492212939656438,0.704118878329595,0
2,64,1.02700902184255,0.110005146083077,0.657397753772876,0.000718926502677846,0.6966501229991,0
3,64,1.01686645889486,0.0914975704911201,0.625293047032263,0.000692223309457358,0.733484601771549,0
1,65,1.13939343377551,0.0499226279034777,0.554689113466584,0.00053741224033644,0.821202116555972,0
2,65,1.11556812821206,0.0625766487670299,0.721153829815195,0.000468336840537511,0.920399295216578,0
3,65,1.07760096075718,0.0453858125588166,0.612969927949464,0.000948933500051176,0.855009782694324,0
1,66,0.967610395992216,0.0927301562202367,0.566643427196554,0.000720281247820664,0.620137315860753,0
2,66,1.19211552900676,0.0494631115724558,0.583713066747684,0.00106371184213313,0.853502696696585,0
3,66,1.100742123586,0.112744111134359,0.682294413153502,0.000979544385398022,0.699090954232009,0
1,67,1.08716588412327,0.054393384772776,0.579160163970768,0.000777534106496997,0.897302725727975,0
2,67,1.03312400003344,0.0471275727938041,0.625407495467438,0.000821989242197461,0.956690475326368,0
3,67,1.04781101928753,0.0868422568772762,0.626563730975108,0.000899902556654552,0.76566062919067,0
1,68,0.85188438859383,0.0427931108458488,0.6351593168159,0.000766003973985673,0.867939895052054,0
2,68,0.911032014503535,0.0456081429296509,0.632902103345297,0.000780337104137857,0.878289563581053,0
3,68,1.05684985214037,0.0924701597180205,0.623475469553029,0.00128350673979468,0.777138119906204,0
1,69,1.14557834375367,0.165511257271119,0.635283260383458,0.000932986229194668,0.814706423454235,0
2,69,0.881614623595046,0.139227180169135,0.546167888191616,0.000809908406105456,0.748946726325374,0
3,69,0.957390211927193,0.206170292829446,0.622781239876172,0.00170663684020861,0.742110901417388,0
1,70,0.898948092706609,0.08579377511766,0.655213748588876,0.000622184812580665,0.988855194566357,0
2,70,1.06446169889702,0.113833883378553,0.657342573571883,0.000752014436328704,1.09043381890543,0
3,70,0.810117426233301,0.0889905262022388,0.548049332460843,0.00117408385991017,0.952639898025647,0
1,71,1.11945005998605,0.0441272779932003,0.621790863708163,0.000447675707313655,0.672423834975375,0
2,71,1.28754589248539,0.0486181134252049,0.608068351509335,0.000655628337953348,0.688609510129805,0
3,71,0.935408419952478,0.0615575195372572,0.654962039263779,0.00233724460382347,0.590130734716364,0
1,72,1.02566703266954,0.27363049435028,0.541110973224516,0.000530864394134263,0.76358348407652,0
2,72,1.13197872344913,0.177586030969777,0.748836206173954,0.000868897936768353,1.02738052830901,0
3,72,1.04061542345498,0.203959355605088,0.623414126377424,0.000893107432784178,0.837290368739907,0
1,73,1.08153625166392,0.0875509218528907,0.611266083617833,0.000737560204850039,0.765076207558293,0
2,73,0.982832030448946,0.0763812482066741,0.644446551816355,0.000892483605555945,0.748983282693736,0
3,73,0.966173085036807,0.0953857618844766,0.649943455029462,0.00162929281030381,0.734653057650671,0
1,74,0.966065275719009,0.0858958170050011,0.660667410457808,0.000784833441793512,0.964220228606563,0
2,74,0.976521188365896,0.0915147121070263,0.638507711742352,0.00175100615932741,0.876520293161832,0
3,74,1.10662186484171,0.0616798057091359,0.586159142041158,0.000691522997461687,1.04043593703922,0
1,75,1.10869370503233,0.0294516548249761,0.579494999200644,0.000364914552733317,0.676772651405014,0
2,75,1.15227773620372,0.0403695415187309,0.638491738507057,0.00111626745967748,0.674083528023785,0
3,75,0.942524986448082,0.0394729551600326,0.695146948316839,0.000534331948206885,0.605311311968797,0
1,76,1.08077329160441,0.049246449286701,0.632517684119384,0.0010493178484988,0.784487199932745,0
2,76,0.93443562878052,0.0467121220563554,0.557982791153871,0.00177490412685998,0.68609113034548,0
3,76,1.1497155181462,0.0410821349345703,0.582523741912517,0.000591874117984772,0.817192269586142,0
1,77,0.863309167641237,0.0755661782633011,0.711433280749827,0.000821050064071685,0.811001341231829,0
2,77,0.778418404737415,0.0759077255145839,0.643969975367148,0.000585571064136822,0.760377538439892,0
3,77,1.15060444952344,0.0750362041030656,0.611929997795854,0.000421518755055269,0.869225021696432,0
1,78,0.938817213466526,0.106686534808384,0.658833552929896,0.00130059461425803,0.919617800341943,0
2,78,0.780270835980805,0.0756493625077291,0.495594198522248,0.00095335100464284,0.80877359365075,0
3,78,1.03873351374114,0.0890785191617379,0.608172885791839,0.00109850532362066,0.968544071722334,0
1,79,1.0468968983248,0.068585392953903,0.559693305651776,0.000720126803896222,0.773527407015365,0
2,79,0.979871157840504,0.0592567950394158,0.496071481841992,0.000698062175828205,0.763278065882517,0
3,79,0.943512409535908,0.0632939986643481,0.611534097184502,0.000798642082042255,0.82945149231116,0
1,80,1.28030277784563,0.0907264019160523,0.510170301291298,0.000871793021947717,0.716498368658371,0
2,80,1.01901901541755,0.0825141544912261,0.631938331860373,0.00124154694422474,0.813306783012584,0
3,80,0.889849951746956,0.0919297385013705,0.567916065706134,0.00135618907724692,0.68378266705654,0
1,81,0.951598039472799,0.0562279840591223,0.612153758266915,0.00100672375689536,0.744862000731738,0
2,81,1.3295773295361,0.051313492426733,0.584575894786121,0.000551378729458081,0.862214453099923,0
3,81,1.21011473596514,0.0538390399310806,0.584842743802564,0.0012095691635882,0.80073110891465,0
1,82,0.98124213966596,0.0430921186117599,0.49907302117312,0.000861084730264994,0.653456052752837,0
2,82,1.07949417240727,0.104141295592342,0.647139066299374,0.000956657153746438,0.612760018394485,0
3,82,1.1151111280955,0.0491359783014413,0.542757359597846,0.00138348267025192,0.733169966964756,0
1,83,1.13617933733997,0.0909297683767547,0.59961544602868,0.000853458821900124,0.938178944952026,0
2,83,1.14597960808832,0.0908496016459496,0.580977610693005,0.00109066126112249,0.831975291393495,0
3,83,0.972775366388659,0.0657425540448896,0.582535909237352,0.000702506730638769,0.92011931747751,0
1,84,1.42518962120063,0.115674747945268,0.539803225821472,0.000597195405655825,1.06331560233583,0
2,84,1.14913357653057,0.0951759154096783,0.649763848999324,0.00192952552620045,1.17811512126192,0
3,84,1.06472352312016,0.151152480950465,0.566106193128019,0.000959168519654374,0.918254229869853,0
1,85,1.07158550476363,0.085113511191901,0.60452884176104,0.000461235942142306,1.09574481842915,0
2,85,1.1418134440336,0.0926711558375538,0.56425629611116,0.000719260626738226,1.00989245879499,0
3,85,0.989770577314527,0.0651573199493547,0.566934398886993,0.00128284057223838,1.10035502552543,0
1,86,1.11549444796736,0.0647617900043259,0.523692002996936,0.000568843784069671,0.816043244739026,0
2,86,1.11352865574502,0.0928116631278253,0.599873436217003,0.000673649081930175,0.777083553188506,0
3,86,1.3082216993233,0.0651566440796656,0.608124610036533,0.00121624171092177,0.943060453603515,0
1,87,1.05172343179113,0.108268880748041,0.519911072091255,0.000857493342633892,0.920391154868415,0
2,87,1.26996176906248,0.0745228134186415,0.548022798858888,0.000519654796397319,1.17202377275979,0
3,87,1.35739165545797,0.103658476715085,0.574750080394985,0.000620162753175746,1.07361609254767,0
1,88,1.19531450060912,0.0519565291580067,0.667347534173196,0.000703877116256244,0.551346853252546,0
2,88,1.34193806760893,0.025858719242819,0.629252779948303,0.000582443588719217,0.67868194794872,0
3,88,1.06858469019473,0.0335417121437354,0.66926463992341,0.000489200498771985,0.595605554714349,0
1,89,1.13352540595204,0.0890967621191741,0.571653610104378,0.000516981720872475,0.760679890353559,0
2,89,1.06818405092839,0.0609480495057983,0.568787345556861,0.0009971231956147,0.803749080568915,0
3,89,1.18581483682557,0.11046387032748,0.512038482456288,0.000845189543809923,0.66013965138129,0
1,90,1.11765721135922,0.0547305484972632,0.564604729484312,0.000584496994038729,0.611686392850616,0
2,90,1.44738932287153,0.0613978682821925,0.682330188231205,0.000906250804493147,0.688688118292859,0
3,90,1.26786050417251,0.0579046514824581,0.598564271567519,0.000778693865720597,0.633447344587525,0
1,91,0.963266333259508,0.0324338197992051,0.611151982391411,0.00120224990758595,1.18108850590431,0
2,91,0.872861032134359,0.0395579320066896,0.635253620314429,0.00122489538745125,1.13082959362486,0
3,91,0.876024249451889,0.0364600024748019,0.535577875784953,0.0011113581656706,1.0189134973395,0
1,92,1.18800114277641,0.0968965875973128,0.611377806947432,0.00115719387203404,0.860573212705149,0
2,92,1.06490493420341,0.0647461355613687,0.544221747857669,0.00145581857359023,0.9266384139683,0
3,92,1.12644618304339,0.0917425470943926,0.588136325609075,0.000870809565300723,0.869867407886578,0
1,93,1.22256044581803,0.0757186657817737,0.526723020222769,0.000713891981187911,0.842939717994043,0
2,93,1.07623049661194,0.0722569506237755,0.583484325599733,0.00111728220227476,0.906428630860581,0
3,93,1.00565380627542,0.0949313090388673,0.67807685220009,0.000634670418173686,0.916681170728152,0
1,94,1.26560716606873,0.0779183653644693,0.632015838388407,0.0018799399005981,1.36034327759202,0
2,94,1.06701142343766,0.102358364028904,0.621250419379144,0.00101478309489924,1.19391123740718,0
3,94,1.19654293540687,0.113865717292329,0.65704984611239,0.000727062752136099,1.23228388901772,0
1,95,1.09254462246993,0.0809626080449392,0.629489192709218,0.000429618012291268,0.767513603513108,0
2,95,1.21816892054386,0.0658079177672237,0.633584195872919,0.000741788317907958,0.783580590502159,0
3,95,1.19451087249163,0.0722952708342003,0.611236862272347,0.000417189918820874,0.817055545495543,0
1,96,1.0996201094434,0.162153422654556,0.567234479719909,0.000797492155513933,1.06000433091754,0
2,96,0.929994480421159,0.13612569141854,0.510164585893753,0.000549786612808744,1.01602566824256,0
3,96,1.10760674805307,0.137859825829228,0.596849002417139,0.00128327295873178,1.14307487341263,0
1,97,0.973795315561291,0.142377836792319,0.621388995650311,0.000698364696116154,1.22800812396629,0
2,97,1.0986708163412,0.175401817184559,0.572302617393372,0.00130492838125891,1.16285653927264,0
3,97,1.17551499342537,0.218133901232598,0.524991145728756,0.000614191771467603,1.0414477986472,0
