id,eta_phiS_SAEM,eta_deltaS_SAEM,eta_phiL_SAEM,eta_deltaL_SAEM,eta_deltaA_SAEM,eta_phiS_mean,eta_deltaS_mean,eta_phiL_mean,eta_deltaL_mean,eta_deltaA_mean,eta_phiS_mode,eta_deltaS_mode,eta_phiL_mode,eta_deltaL_mode,eta_deltaA_mode,eta_phiS_sd,eta_deltaS_sd,eta_phiL_sd,eta_deltaL_sd,eta_deltaA_sd,GROUP
117,-0.103902,0.396422,-0.0094425,-0.041012,0.135441,-0.0846452,0.479737,-0.00914958,-0.181307,0.116065,-0.0628766,0.439815,-0.000854356,-0.0377308,0.138779,0.112229,0.147398,0.0710019,0.373293,0.0985907,1
118,-0.120683,0.357154,0.00460088,-0.0761545,0.20718,-0.0661852,0.341092,0.0328064,-0.102286,0.260131,-0.0980698,0.365632,0.0080479,-0.0879794,0.212429,0.124931,0.204999,0.102036,0.389158,0.0934626,1
119,-0.0704381,0.735194,0.0113825,0.00688748,0.316961,-0.0383382,0.741549,0.0308605,-0.0403009,0.334771,-0.0881974,0.736718,-0.00842437,-0.0231692,0.298778,0.0835994,0.127373,0.0809609,0.383024,0.0737313,1
120,-0.0336977,-0.481711,2.84783e-5,-0.0717225,0.0938994,-0.051081,-0.460558,0.0117867,0.00602976,0.0795762,-0.0565127,-0.440685,0.00227343,-0.0490078,0.0677139,0.100928,0.129635,0.0856388,0.383209,0.0679704,1
121,-0.0203238,-0.265567,0.00056025,-0.025382,-0.0527748,-0.0167508,-0.229828,0.00971117,-0.128056,-0.0634033,-0.0211362,-0.245746,0.00508423,-0.0378772,-0.0618916,0.106135,0.123543,0.0787792,0.361792,0.0773208,1
122,-0.0544911,-0.387806,0.0210559,-0.0367522,0.1541,-0.0246373,-0.396713,0.00947995,-0.00764492,0.173491,-0.0537333,-0.388618,0.000999204,-0.0377906,0.14875,0.081676,0.130762,0.0926291,0.35803,0.0709391,1
123,-0.0537184,0.696744,-0.0287651,0.0410547,0.317523,-0.0453868,0.703985,-0.0227643,-0.00882576,0.325615,-0.0546034,0.699685,-0.0272917,0.0579161,0.315855,0.102347,0.120182,0.0806758,0.28316,0.0621899,1
124,0.17248,0.542121,-0.00931793,0.0182233,-0.488392,0.104522,0.521998,-0.00148491,0.126526,-0.504861,0.143874,0.524054,-0.0210263,0.122438,-0.503978,0.125339,0.122107,0.0869491,0.320451,0.0827376,1
125,0.00725311,-0.559127,-0.00684431,-0.046496,-0.140035,0.0157726,-0.530971,0.0145697,-0.0668483,-0.132401,0.0367151,-0.521811,0.00991003,-0.0253892,-0.125605,0.119479,0.143378,0.0788527,0.350247,0.0750981,1
126,0.0867609,0.0678392,0.00235797,0.105267,-0.175446,0.0439483,0.0693478,-0.0311895,0.030159,-0.209223,0.0674507,0.0926968,-0.00266346,0.0481909,-0.200777,0.113828,0.112307,0.0840963,0.409523,0.0898408,1
127,0.0483586,0.428344,0.00180456,-0.0227782,-0.0346766,0.00812591,0.427025,-0.00999638,0.0277228,-0.0626127,0.0285651,0.43222,-0.0153507,0.0630717,-0.0612786,0.102179,0.139533,0.0669185,0.42503,0.0861666,1
128,-0.0232556,-0.0746298,0.0281372,-0.0255258,0.202802,-0.0117595,-0.0744461,0.0155743,-0.0718431,0.206193,-0.0586753,-0.0680572,-0.00128334,-0.0290705,0.167019,0.122872,0.137412,0.0799368,0.480605,0.0973037,1
129,0.0866722,-0.140576,0.0114169,-0.0927121,-0.269368,0.0283358,-0.112591,0.0350208,0.0121629,-0.30711,0.0345267,-0.142676,0.0079558,-0.0183677,-0.297228,0.118139,0.124946,0.0874905,0.358641,0.0848463,1
130,-0.134545,-0.380716,-0.000489649,-0.123475,0.163543,-0.0954366,-0.396142,-0.00966316,-0.0911047,0.184131,-0.103667,-0.390782,-0.00125807,-0.0660135,0.181158,0.0865601,0.145945,0.0878963,0.360462,0.0681972,1
131,-0.0170063,0.597339,-0.0666827,0.191554,0.162184,0.0310286,0.596153,-0.0459882,0.234642,0.194233,0.0216199,0.594124,-0.0476044,0.2045,0.191824,0.115528,0.108936,0.0683494,0.36017,0.0820456,1
132,-0.0124881,0.000221808,0.0158361,-0.0172703,0.0890999,-0.0093577,-0.00365269,0.0176411,0.0791462,0.0892925,-0.0299392,0.00279436,-0.00157355,-0.00978265,0.0741584,0.0952081,0.109339,0.0787702,0.395833,0.0660141,1
133,-0.055328,0.517374,-0.0456931,0.00930586,0.325562,-0.0658493,0.515879,-0.0390387,0.084383,0.318643,-0.054562,0.528673,-0.0279709,0.0766162,0.32171,0.0991694,0.144523,0.0687214,0.324484,0.083072,1
134,-0.0659652,0.159243,-0.0228979,-0.0402592,0.253824,-0.072841,0.206366,-0.00761803,0.0328462,0.223284,-0.0704154,0.232161,-0.00675708,-0.013318,0.218497,0.115279,0.133252,0.0832104,0.352586,0.0853749,1
135,-0.016898,-0.426278,0.0130087,0.0290157,-0.0938502,0.0540798,-0.448229,-0.00772491,-0.139331,-0.0432061,0.0149179,-0.412204,0.00710497,-0.0233118,-0.0785972,0.116588,0.130249,0.091254,0.378108,0.0872032,1
136,0.00627206,0.577688,-0.0225914,0.0102923,0.121807,-0.00881885,0.512224,-0.0268003,0.0673476,0.141904,-0.00765286,0.527322,-0.0292529,0.106228,0.133799,0.106912,0.113666,0.097252,0.379589,0.0746099,1
137,0.014273,0.0362798,0.000470168,0.149336,-0.0079425,-0.0205014,0.0478101,-0.0258207,-0.0158991,-0.0344664,0.0228576,0.0577065,-0.00424522,0.0339535,-0.0108577,0.0848234,0.108803,0.082819,0.379432,0.0705997,1
138,0.14737,0.452958,-0.0488913,0.348299,-0.21937,0.153538,0.513221,-0.0609755,0.220524,-0.250355,0.153296,0.492195,-0.0481537,0.304181,-0.237112,0.125986,0.1008,0.0734771,0.373192,0.093081,1
139,0.0603381,0.663938,-0.0500009,0.214952,0.0790323,0.113513,0.659618,-0.0157577,0.11117,0.127917,0.0492546,0.648652,-0.050445,0.219867,0.0871457,0.10272,0.134497,0.0961688,0.486387,0.0839605,1
140,-0.0741329,-0.343905,0.0189918,-0.0692675,0.216978,-0.107028,-0.304781,-0.00328148,-0.0992227,0.172156,-0.081101,-0.327659,-0.000706304,-0.0492717,0.19602,0.0871316,0.107819,0.0763295,0.348275,0.079808,1
141,0.0456144,0.504157,-0.0355979,-0.0101038,0.0999677,0.0771272,0.460722,-0.0371702,0.130891,0.133649,0.0379952,0.464865,-0.0397048,0.194643,0.106467,0.100402,0.102066,0.0745786,0.385319,0.0730149,1
142,-0.0386245,-0.373267,0.0127934,-0.0340593,-0.08321,-0.062022,-0.381968,-0.00517771,0.0305429,-0.108042,-0.00198531,-0.371496,0.00582029,-0.0279314,-0.066573,0.103168,0.123309,0.0896785,0.322128,0.0663364,1
143,0.0572906,-0.700576,0.0127032,-0.0926699,-0.113199,0.0882337,-0.741983,0.0117973,0.012339,-0.0781096,0.040443,-0.684392,0.0115888,-0.0354871,-0.127543,0.132875,0.16095,0.0879312,0.313,0.103199,1
144,-0.0598704,0.484999,0.0154361,-0.128208,-0.051098,-0.0530806,0.459906,0.0299321,-0.0186988,-0.0295974,-0.0518774,0.468117,0.011383,-0.076812,-0.0445617,0.109995,0.149837,0.0789714,0.311389,0.0982995,1
145,-0.0771242,-0.717969,0.00359712,-0.0637286,0.0558221,-0.0445724,-0.697462,0.000788246,-0.0108482,0.0676842,-0.0372757,-0.684147,0.00450649,-0.0513746,0.0705102,0.10996,0.149407,0.0902502,0.35812,0.0849308,1
146,0.00985542,0.472363,-0.000459287,0.0628172,0.200791,-0.00108146,0.447952,-0.0319989,0.0529786,0.193946,-0.00631253,0.456853,-0.029092,0.111792,0.188767,0.087067,0.131568,0.0873138,0.438623,0.0791496,1
147,-0.106349,0.0663384,0.00192744,-0.0420628,0.312976,-0.0501191,0.0305356,0.0053643,-0.0467072,0.37567,-0.116547,0.0725938,-0.00215847,-0.0613438,0.306252,0.125212,0.174455,0.0855284,0.363373,0.104013,1
148,0.0648557,0.654959,-0.0406446,0.170309,0.128414,0.101335,0.671997,-0.0402935,0.159889,0.135479,0.0407788,0.696364,-0.0521639,0.217686,0.0881734,0.101236,0.125122,0.082785,0.319411,0.0811865,1
149,0.0621849,-0.426609,0.00276153,-0.031432,-0.0948188,-0.0111637,-0.397113,0.0272923,-0.00650517,-0.148673,0.0300892,-0.396318,0.00810672,-0.0187823,-0.126371,0.0978253,0.123903,0.0864053,0.352099,0.0812474,1
150,0.0112883,-0.360074,0.0206359,0.0111152,-0.120294,-0.00136531,-0.357386,0.0115797,-0.056651,-0.126132,0.00896382,-0.360688,0.00700798,-0.0275503,-0.121696,0.0884345,0.145541,0.0730209,0.389251,0.0766377,1
151,0.0910785,-0.0845752,-0.0072932,-0.0742853,-0.334253,0.131072,-0.0372336,0.0296481,0.0791195,-0.325366,0.0836441,-0.0353656,0.00549024,0.0200543,-0.354677,0.106308,0.130582,0.0835461,0.450526,0.0705147,1
152,-0.0446544,-0.0519568,-0.00544753,-0.173071,0.120919,-0.0397372,-0.0659544,0.00296403,-0.104726,0.13219,-0.0476156,-0.050446,-0.000562185,-0.0255766,0.115839,0.136611,0.164348,0.0751821,0.388162,0.112198,1
153,0.0934201,0.298282,0.00954199,-0.03816,-0.357114,0.0776184,0.29124,0.00669395,0.0242647,-0.363713,0.0906491,0.286915,-0.00160909,0.0374517,-0.362691,0.137619,0.152708,0.0928246,0.38831,0.0944071,1
154,0.0197934,-0.246079,0.00976694,-0.117544,0.02825,-0.0136911,-0.282037,0.00543126,-0.0355586,0.0228397,-0.00934225,-0.249526,0.00359719,-0.0205978,0.00904909,0.125333,0.120068,0.0883458,0.402511,0.097875,1
155,-0.0218155,-0.589544,0.00533321,-0.106078,0.0816368,0.00353807,-0.593162,0.00654243,0.0255811,0.0979698,-0.0246788,-0.551765,0.00479584,-0.0398988,0.0678121,0.107701,0.146163,0.0840318,0.394335,0.0779748,1
156,-0.0241311,-0.402868,0.00911953,-0.0130398,0.0100754,-0.0780397,-0.394888,0.00336141,-0.130222,-0.0236499,-0.0192109,-0.383305,0.00451243,-0.0327722,0.00537869,0.106676,0.153916,0.0723973,0.331087,0.091166,1
157,0.113952,-0.0738198,-0.0147348,0.104969,-0.32084,0.123682,-0.000984064,0.0259048,-0.0138009,-0.325658,0.101163,-0.0235924,0.00437005,0.0348687,-0.338545,0.100037,0.136557,0.0754589,0.418633,0.0759806,1
158,-0.0113366,-0.107358,-0.0121067,0.0616053,-0.0698542,0.0553224,-0.123505,-0.030616,0.0293841,-0.0252602,0.0202853,-0.0689279,0.00110268,0.0092045,-0.0590777,0.148168,0.12711,0.10266,0.396288,0.119089,1
159,-0.013485,-0.551483,0.00114943,0.00507167,0.147505,0.0413326,-0.529569,0.0184984,-0.0541654,0.181132,-0.0556478,-0.490936,0.00199876,-0.0469748,0.104626,0.133987,0.143225,0.0844476,0.421492,0.114987,1
160,0.046803,0.418716,-0.0515901,0.200699,-0.189526,0.0629023,0.462426,-0.0193002,0.0586703,-0.183126,0.0808576,0.460738,-0.0266469,0.140086,-0.183234,0.118762,0.141344,0.0885102,0.38981,0.0846126,1
161,0.0111838,-0.301545,0.0224239,-0.110466,-0.0110199,0.0237571,-0.364668,0.0145856,-0.0623601,0.0134408,-0.00120005,-0.321277,0.00487318,-0.0216808,-0.0226413,0.12295,0.129658,0.0749119,0.430776,0.0901571,1
162,0.0974598,-1.14085,0.0308211,-0.0997927,-0.226508,0.0809875,-1.18466,0.0125528,-0.126689,-0.230899,0.0728617,-1.13779,0.0172729,-0.0701107,-0.245067,0.161358,0.202697,0.0854856,0.417874,0.115897,1
163,-0.0254055,-0.2594,0.00654167,-0.057188,-0.244928,0.00409005,-0.249413,0.0251598,-0.0129656,-0.231033,0.0139835,-0.256202,0.00851709,-0.0339523,-0.223098,0.116829,0.178161,0.0851089,0.430117,0.0756683,1
164,-0.0424003,0.577522,-0.0369048,0.187664,0.369449,-0.000748518,0.578264,-0.0411287,0.0360225,0.398658,-0.0349592,0.573452,-0.0443908,0.163413,0.374207,0.0989283,0.125106,0.0804853,0.376829,0.0849794,1
165,-0.0792752,-0.732774,0.00194139,-0.070286,0.0584447,-0.0442064,-0.82502,-0.00329292,-0.0695831,0.103939,-0.0392729,-0.759708,0.00453291,-0.0552773,0.0938815,0.0880328,0.159228,0.0862996,0.421686,0.0777541,1
166,-0.132126,0.0949148,-0.00119646,-0.0167703,0.304966,-0.0915495,0.0448886,0.031111,-0.110098,0.367077,-0.12013,0.0882275,-0.000477134,-0.0712664,0.315376,0.084662,0.131874,0.0912863,0.339364,0.0764034,1
167,-0.110357,0.00212906,-0.00206941,-0.197421,0.424565,-0.177256,-0.0411592,-0.00813952,-0.0255786,0.394239,-0.144912,-0.00322438,-0.00350344,-0.0755451,0.399793,0.110381,0.127861,0.0814332,0.369003,0.0835061,1
168,0.0434858,-0.0131855,0.00886356,0.105033,-0.187693,0.0416259,-0.0407945,-0.019032,0.104305,-0.187425,0.0578164,-0.0147641,0.00152548,0.0265743,-0.180533,0.0860646,0.121335,0.0709738,0.404106,0.0666902,1
169,-0.0189906,-0.367603,0.00663675,-0.0868696,-0.0130469,-0.0164573,-0.387672,0.00304139,-0.0236001,0.00111432,-0.00883983,-0.357269,0.00458243,-0.0251781,-0.00739818,0.144079,0.113515,0.0712463,0.365868,0.0985955,1
170,-0.0626191,0.272547,-0.0040732,0.0171983,0.278327,-0.0642036,0.303213,-0.00101983,-0.14491,0.276044,-0.0709364,0.278833,-0.00880473,-0.00676577,0.270992,0.120746,0.140302,0.0645692,0.322693,0.0925731,1
171,0.00318662,0.227577,0.0122924,-0.0334045,0.0254083,-0.014249,0.199275,-0.0104701,0.0890697,0.023379,0.0195998,0.195461,-0.0109045,0.0575363,0.0418308,0.114382,0.126685,0.0827477,0.344435,0.0989281,1
172,-0.0475422,0.390845,-0.0150209,0.0628953,0.170253,-0.0147248,0.348209,-0.0231926,-0.0174671,0.207344,-0.0510143,0.379442,-0.0117638,0.0151355,0.177831,0.096701,0.14921,0.07207,0.420134,0.0954994,1
173,-0.0275011,0.647926,-0.0282125,-0.0912224,0.267533,-0.0228666,0.571288,-0.0271449,-0.0361269,0.305209,-0.0509602,0.642057,-0.0224284,0.0451913,0.256487,0.115633,0.126379,0.0783418,0.36517,0.103006,1
174,-0.0779972,-0.00238861,0.0167039,0.0191273,0.11264,-0.0216225,-0.00667991,0.0241119,-0.0807327,0.14978,-0.0504727,0.0105925,-0.00100145,-0.0257547,0.114475,0.103108,0.126385,0.0873333,0.323767,0.0782154,1
175,0.0589337,0.753398,-0.0713326,0.161504,-0.00319037,0.117914,0.797542,-0.0494072,0.152938,0.0125078,0.0764438,0.792131,-0.0627546,0.260934,-0.0133895,0.109777,0.0916288,0.0804938,0.365353,0.0785925,1
176,0.0403397,0.591737,-0.00637811,0.0202491,0.0232358,-0.0117354,0.612334,-0.0171695,0.10645,-0.0236878,0.0122582,0.610576,-0.0188029,0.0537248,-0.00839699,0.120129,0.121298,0.0732894,0.412983,0.0766041,1
177,-0.00380811,-0.163313,-0.0023009,0.0487518,-0.0945727,0.0201264,-0.127483,0.00277268,-0.0540268,-0.0857055,0.0155155,-0.129072,0.0037763,-0.00710927,-0.0932505,0.111613,0.113294,0.0786818,0.353636,0.081906,1
178,0.0377308,0.165932,0.00194518,-0.0683018,0.00575365,0.0639229,0.149125,0.00552363,0.0132946,0.0319978,0.0264576,0.140335,-0.00780461,0.0493496,0.00557604,0.101709,0.134349,0.0981462,0.399718,0.0798414,1
179,0.0485069,0.346763,0.00431689,-0.0375285,-0.149547,0.0312758,0.288198,-0.000167854,0.150194,-0.142257,0.056959,0.301164,-0.0138189,0.0830589,-0.138766,0.153477,0.125093,0.0871901,0.361074,0.105975,1
180,0.0125874,-0.0765008,0.00312005,-0.0677542,-0.100678,-0.0190471,-0.094689,0.00110906,-0.0866892,-0.112487,-0.00840934,-0.0659829,0.00447835,-0.0268827,-0.117062,0.117665,0.127729,0.0657232,0.364503,0.0824436,1
181,0.0236681,-0.292781,0.013147,-0.0166022,-0.0509698,-0.0125457,-0.290741,0.013014,0.0133587,-0.0729092,0.0153943,-0.292721,0.00548463,-0.013925,-0.0550974,0.103069,0.125942,0.0738664,0.362947,0.0831631,1
182,-0.0234241,0.0261573,0.0182624,-0.06507,0.011654,-0.0399964,-0.0175118,0.00283115,-0.0254469,0.0118845,-0.0236691,-0.0113096,0.00153402,-0.0220265,0.0185551,0.103221,0.119059,0.086894,0.386853,0.0705918,1
183,-0.00136441,-0.206862,-0.00692272,0.0252,0.0655914,-0.0392294,-0.19152,0.019463,0.022437,0.0447989,-0.0203999,-0.181426,0.00204881,-0.0201244,0.0449564,0.10042,0.139021,0.0845895,0.314812,0.0757757,1
184,0.0837385,0.0523528,0.0314953,0.0371889,-0.246176,0.129298,0.0582776,0.0146289,0.0720682,-0.23761,0.0820583,0.0583055,0.000468709,0.0410327,-0.264415,0.0973268,0.122726,0.0809252,0.366386,0.0798325,1
185,-0.156134,-0.349722,0.00440456,-0.00553335,0.203133,-0.0692689,-0.367146,-0.00334871,-0.0526818,0.264355,-0.0926244,-0.352779,-0.00198024,-0.0513223,0.244554,0.112057,0.142243,0.0963207,0.395461,0.0976554,1
186,0.0430534,-0.876536,0.0227562,-0.079951,0.0374275,-0.0320433,-0.871617,0.00188448,-0.0505934,-0.0229674,-0.00553223,-0.827348,0.0083332,-0.0544859,-0.0117187,0.0958567,0.148407,0.0738089,0.376463,0.0709035,1
187,0.0353345,0.809908,-0.0305987,0.0113069,-0.108252,0.0647805,0.820439,-0.0377706,-0.0862228,-0.098875,0.0363449,0.822452,-0.0241533,0.0542949,-0.111051,0.110244,0.125235,0.0689515,0.392195,0.0726106,1
188,-0.0707431,0.232299,0.0147435,-0.0964147,0.0141618,-0.0871294,0.233166,0.0208399,-0.147448,0.0146231,-0.0695603,0.231951,0.00859649,-0.07754,0.0126491,0.130375,0.146983,0.092127,0.356487,0.0974221,1
189,-0.126841,-0.268771,-0.0158404,-0.0564441,0.197786,-0.105139,-0.285655,-0.0187119,-0.0772034,0.21957,-0.0932426,-0.245629,-0.001202,-0.0549647,0.213998,0.12213,0.15865,0.086608,0.401769,0.0863109,1
190,-0.0106458,0.245779,-0.018981,0.0511077,0.0728289,0.00656783,0.247854,0.0101886,-0.0681766,0.103013,0.0052943,0.230058,-0.0133969,0.0600802,0.090619,0.12791,0.110263,0.0763889,0.334417,0.0845561,1
191,-0.0359338,-0.760245,0.0286299,-0.0188155,-0.0329826,-0.00693653,-0.820275,0.0305128,-0.0229706,0.00582809,0.00239196,-0.771115,0.00866505,-0.0479339,-0.00517482,0.0974352,0.139832,0.0795177,0.34422,0.0710051,1
192,0.0701483,-0.420402,0.0195682,-0.0568464,-0.300504,0.0636904,-0.428285,-0.00136601,0.0443329,-0.30635,0.0718783,-0.405807,0.0117664,-0.0134511,-0.305596,0.131988,0.129044,0.0655313,0.422779,0.0919043,1
193,-0.0424219,-0.263497,0.00632435,-0.0917307,0.105542,-0.0570726,-0.240236,0.0107903,-0.0955551,0.0921282,-0.0439248,-0.262763,0.00134964,-0.0322284,0.102976,0.119793,0.104216,0.0887701,0.319728,0.0847507,1
194,-0.00095792,-0.218607,0.0037562,0.00763449,-0.041894,0.00529866,-0.22468,0.000429353,-0.0663492,-0.0381768,0.00922887,-0.202164,0.00404537,-0.0111747,-0.0431719,0.077813,0.107013,0.0873604,0.408773,0.059681,1
195,-0.0289758,0.137802,-0.00182257,0.0141392,0.186877,-0.0217252,0.0852988,-0.0264415,0.0588432,0.206174,-0.0575983,0.129139,-0.00412367,-0.0166299,0.173635,0.143931,0.100313,0.0719861,0.38465,0.111394,1
196,-0.0750215,0.296753,-0.0204493,-0.0899867,0.236669,-0.0526351,0.315258,-0.00242249,-0.0593092,0.239994,-0.0752284,0.332105,-0.00483347,-0.0259909,0.216972,0.133138,0.134216,0.0741604,0.437523,0.0870577,1
197,0.0954378,-1.16679,0.0192078,-0.162738,-0.158243,0.0080934,-1.16936,0.0213273,-0.0794144,-0.220188,0.0686505,-1.12973,0.0167654,-0.0687111,-0.182732,0.0932038,0.184035,0.0855354,0.35341,0.0701654,1
198,0.00167423,-0.563623,0.0121146,-0.0495426,-0.170752,0.0368445,-0.570046,-0.00704541,-0.0430467,-0.149492,0.0240118,-0.567328,0.00979136,-0.0349644,-0.15207,0.0946118,0.137731,0.0808228,0.350758,0.0697283,1
199,0.0672244,0.66032,-0.0767018,0.41581,0.189538,0.00251181,0.674524,-0.095166,0.418974,0.146685,0.0650655,0.64539,-0.0720188,0.389035,0.206205,0.100611,0.114948,0.0796607,0.361604,0.0817981,1
200,-0.0898912,-0.261465,-0.000557466,-0.0763433,0.193818,-0.0766561,-0.191349,0.0272034,-0.130258,0.183353,-0.0763979,-0.229808,-0.000786241,-0.0442017,0.188418,0.0871923,0.141898,0.0840991,0.405818,0.0751462,1
