rep,id,phiS,deltaS,phiL,deltaL,deltaA,eta_phiS,eta_deltaS,eta_phiL,eta_deltaL,eta_deltaA
1,109,0.260786283823622,-2.33804039820078,-1.1459827037527,-5.77708531271237,-0.736316705181925,0.19802613452282,0.633781534745678,0.0756996738829954,-0.196205622142123,-0.598413804140694
1,110,0.0640902073987023,-2.5767542326328,-1.18754382459093,-5.85308606302087,-0.148485337047329,0.00133005809790029,0.39506770031366,0.0341385530447647,-0.272206372450621,-0.0105824360060981
1,111,-0.0485583890679708,-2.37203899250869,-1.46734631549517,-5.82792823063061,-0.451544885372916,-0.111318538368773,0.599782940437772,-0.245663937859476,-0.247048540060356,-0.313641984331685
1,112,0.0851595302589396,-3.3069370316118,-1.16878654802005,-5.32571367593033,-0.0478612757737502,0.0223993809581376,-0.335115098665341,0.0528958296156412,0.25516601463992,0.0900416252674809
1,113,0.313524642663034,-2.79091103495494,-1.13414614575369,-5.75423654424222,-0.148176005621783,0.250764493362232,0.18091089799152,0.0875362318819963,-0.173356853671966,-0.0102731045805521
1,114,-0.131067996488629,-3.04516198698423,-1.19047859707559,-5.34896430431473,-0.042236055346009,-0.193828145789431,-0.0733400540377724,0.0312037805600991,0.231915386255519,0.0956668456952221
1,115,0.0992592423339448,-3.72683426785667,-1.28742534359957,-6.2355275716843,-0.291043710556537,0.0364990930331427,-0.755012334910208,-0.0657429659638762,-0.654647881114053,-0.153140809515305
1,116,0.220538003108393,-2.49714877272074,-1.00314326569302,-5.79696796286621,-0.434039140156862,0.157777853807591,0.474673160225723,0.218539111942673,-0.216088272295964,-0.296136239115631
1,117,-0.128630950799342,-2.39790435103242,-1.27020296711092,-6.02050486821866,-0.159966250818871,-0.191391100100144,0.573917581914041,-0.0485205894752276,-0.439625177648414,-0.0220633497776399
1,118,-0.214587975930655,-2.50696811893137,-1.16156257261141,-5.60931208393249,-0.0474550052429366,-0.277348125231457,0.464853814015092,0.0601198050242806,-0.0284323933622375,0.0904478957982944
1,119,0.0615261396917047,-2.17603342280843,-1.15353509754044,-6.08938838595927,0.252642259516862,-0.00123400960909735,0.79578851013803,0.0681472800952512,-0.508508695389025,0.390545160558093
1,120,0.102687049460101,-3.55387634932318,-1.04115547850926,-5.49772634872206,0.123329655352714,0.0399269001592992,-0.58205441637672,0.180526899126434,0.0831533418481847,0.261232556393945
1,121,0.141700508915063,-3.17714548796342,-1.20957904147539,-5.84912932700037,-0.155908737676191,0.0789403596142608,-0.205323555016959,0.0121033361603005,-0.268249636430119,-0.0180058366349597
1,122,-0.138443278319481,-3.52562148683196,-1.20084058483452,-5.80267535248189,-0.00716304547969235,-0.201203427620283,-0.553799553885499,0.020841792801167,-0.221795661911644,0.130739855561539
1,123,0.179386063776975,-2.18103512166105,-1.34206665362551,-5.477909475432,0.12259661470235,0.116625914476173,0.790786811285409,-0.120384275989814,0.102970215138252,0.260499515743581
1,124,0.380539066638474,-2.29990036757805,-1.31166558268214,-6.38334910873576,-0.638844365239171,0.317778917337672,0.671921565368409,-0.0899832050464495,-0.802469418165508,-0.50094146419794
1,125,0.0229683197015621,-3.49244427221941,-1.22422383005702,-5.08945580453761,-0.362352883054595,-0.0397918295992399,-0.520622339272953,-0.0025414524213252,0.491423886032637,-0.224449982013364
1,126,-0.0365521538638983,-2.80729983031805,-1.11678983267711,-5.81983477479793,-0.380532714755646,-0.0993123031647003,0.16452210262841,0.104892544958584,-0.238955084227683,-0.242629813714415
1,127,0.041104973183642,-2.53238509200186,-1.33876437668875,-5.49653299740541,-0.297744562737783,-0.0216551761171601,0.439436840944598,-0.117081999053056,0.0843466931648411,-0.159841661696552
